uid;abstract_id;conference_acronym;conference_place;creators_json;creator_names;creators_amount;creators_group_type;creators_group_publication;groups_with_female;creators_with_female_YN;creators_with_female_amount;creators_with_male_amount;creators_group_interdisciplinary;title;format_type
15077;77;DHd 2015;Graz;[{'affiliation': 'BBAW', 'name': 'Dumont, Stefan'}, {'affiliation': 'BBAW', 'name': 'Illetschko, Marcel'}, {'affiliation': 'BBAW', 'name': 'Seifert, Sabine'}, {'affiliation': 'BBAW', 'name': 'Stadler, Peter'}];"Dumont, Stefan;Illetschko, Marcel;Seifert, Sabine;Stadler, Peter";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;correspSearch. Ein zentraler Service zum Vernetzen von Briefeditionen und -repositorien;
15078;78;DHd 2015;Graz;[{'affiliation': 'Trinity College Dublin, Irland', 'name': 'Bleier, Roman'}];Bleier, Roman;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Topic Modelling des Letters of 1916 Briefkorpus;
15079;79;DHd 2015;Graz;[{'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Resch, Claudia'}, {'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Schopper, Daniel'}, {'affiliation': 'Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities', 'name': 'Krautgartner, Barbara'}];"Resch, Claudia;Schopper, Daniel;Krautgartner, Barbara";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;2;1;Kleingruppe_INTER;Von A wie Abraham a Sancta Clara bis U wie Unbekannter Verfasser: Annotation und Repräsentation barocker Literatur;
15080;80;DHd 2015;Graz;[{'affiliation': 'BBAW', 'name': 'Hanrahan, Elise'}];Hanrahan, Elise;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;'Over-tagging' with XML in Digital Scholarly Editions;
15081;81;DHd 2015;Graz;[{'affiliation': 'Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart', 'name': 'Müller, Andreas'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'John, Markus'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'Koch, Steffen'}, {'affiliation': 'Institut für Visualisierung und Interaktive Systeme, Universität Stuttgart', 'name': 'Ertl, Thomas'}, {'affiliation': 'Institut für Maschinelle Sprachverarbeitung, Universität Stuttgart', 'name': 'Kuhn, Jonas'}];"Müller, Andreas;John, Markus;Koch, Steffen;Ertl, Thomas;Kuhn, Jonas";5;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;5;Kleingruppe_INTER;Erkennung und Visualisierung attribuierter Phrasen in Poetiken;
15082;82;DHd 2015;Graz;[{'affiliation': 'FAU Erlangen, Deutschland', 'name': 'Dimpel, Friedrich Michael'}];Dimpel, Friedrich Michael;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Ausgezeichnete Mären analysieren – ein Werkstattbericht;
15083;83;DHd 2015;Graz;[{'affiliation': 'Akademie der Wissenschaften zu Göttingen, Deutschland', 'name': 'Wettlaufer, Jörg'}];Wettlaufer, Jörg;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Neue Erkenntnisse durch digitalisierte Geschichtswissenschaften? Zur hermeneutischen Reichweite aktueller digitaler Methoden in informationszentrierten Fächern;
15084;84;DHd 2015;Graz;[{'affiliation': 'Technische Universität Dortmund, Deutschland', 'name': 'Pölitz, Christian'}, {'affiliation': 'Technische Universität Dortmund, Deutschland', 'name': 'Morik, Katharina'}];"Pölitz, Christian;Morik, Katharina";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;Big Data und Data Mining in den Digital Humanities;
15085;85;DHd 2015;Graz;[{'affiliation': 'LAB1100, Niederlande', 'name': 'van Bree, Pim'}, {'affiliation': 'LAB1100, Niederlande', 'name': 'Kessels, Geert'}];"van Bree, Pim;Kessels, Geert";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Exploring the reuse of data in the humanities by means of asynchronous collaboration and authorship in nodegoat;
15086;86;DHd 2015;Graz;[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Focht, Josef'}];Focht, Josef;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Die getriebenen Geisteswissenschaften – oder: Warum der Schritt von der Daten- zur Wissensproduktion nicht immer gelingt;
15087;87;DHd 2015;Graz;[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Beer, Nikolaos'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Röwenstrunk, Daniel'}];"Beer, Nikolaos;Röwenstrunk, Daniel";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Einführung in die Nutzung der Edirom Tools im Kontext digitaler Musikeditionen;
15088;88;DHd 2015;Graz;[{'affiliation': 'Universität Erlangen', 'name': 'Görz, Günther'}, {'affiliation': 'Universität Bamberg', 'name': 'Henrich, Andreas'}, {'affiliation': 'Universität Leipzig', 'name': 'Heyer, Gerhard'}, {'affiliation': 'Universität Lüneburg', 'name': 'Warnke, Martin'}];"Görz, Günther;Henrich, Andreas;Heyer, Gerhard;Warnke, Martin";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;Digital Humanities aus der Sicht der Informatik;
15089;89;DHd 2015;Graz;[{'affiliation': 'Univeresität Paderborn, Deutschland', 'name': 'Meise, Bianca'}];Meise, Bianca;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Bildungspotenziale digitaler Musik-Editionen zwischen Demokratisierung und Ungewissheit. Ein theoretischer Verortungsversuch;
15090;90;DHd 2015;Graz;[{'affiliation': 'Friedrich-Schiller-Universität Jena, Deutschland', 'name': 'Engelmann, Ines'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Sidorenko, Wladimir'}, {'affiliation': 'Ludwig-Maximilians-Universität München, Deutschland', 'name': 'Neuberger, Christoph'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Stede, Manfred'}];"Engelmann, Ines;Sidorenko, Wladimir;Neuberger, Christoph;Stede, Manfred";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Meinungen in Twitterdiskursen. Potenziale der automatisierten Inhaltsanalyse aus der Computerlinguistik für Fragestellungen der Kommunikationswissenschaft;
15091;91;DHd 2015;Graz;[{'affiliation': 'Universität Paderborn', 'name': 'Stuß, Valentina'}, {'affiliation': 'Universität Paderborn', 'name': 'Geierhos, Michaela'}];"Stuß, Valentina;Geierhos, Michaela";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;Identifikation kognitiver Effekte in Online-Bewertungen;
15092;92;DHd 2015;Graz;[{'affiliation': 'Ruhr-Universität Bochum', 'name': 'Elwert, Frederik'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Gerhards, Simone'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Sellmer, Sven'}];"Elwert, Frederik;Gerhards, Simone;Sellmer, Sven";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Beziehung und Bedeutung. Soziale und semantische Netzwerkanalyse religionshistorischer Korpora;
15093;93;DHd 2015;Graz;[{'affiliation': 'Universität Wien', 'name': 'Ivanovic, Christine'}, {'affiliation': 'Technische Universität Wien', 'name': 'Frank, Andrew'}];"Ivanovic, Christine;Frank, Andrew";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Auf der Suche nach dem erfüllten Raum: Digitale Korpusanalyse in der Literaturwissenschaft am Beispiel von Ilse Aichinger;
15094;94;DHd 2015;Graz;[{'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Burr, Elisabeth'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Burkhardt, Julia'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Potapenko, Elena'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Sierig, Rebecca'}, {'affiliation': 'Universität Leipzig, Deutschland', 'name': 'Durán, Arámis Concepción'}];"Burr, Elisabeth;Burkhardt, Julia;Potapenko, Elena;Sierig, Rebecca;Durán, Arámis Concepción";5;Kleingruppe;;Kleingruppe_WAHR;WAHR;4;1;Kleingruppe_NICHT;Das Duisburg-Leipzig Korpus romanischer Zeitungssprachen und sein Textmodell;
15095;95;DHd 2015;Graz;[{'affiliation': 'Georg-Eckert-Institut Leibniz-Institut für internationale Schulbuchforschung, Braunschweig', 'name': 'Weiß, Andreas'}, {'affiliation': 'Georg-Eckert-Institut Leibniz-Institut für internationale Schulbuchforschung, Braunschweig', 'name': 'Fiedler, Maik'}];"Weiß, Andreas;Fiedler, Maik";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_NICHT;Bearbeitung großer digitaler Korpora mit Topic Modeling;
15096;96;DHd 2015;Graz;[{'affiliation': 'Institut für Anglistik und Amerikanistik, Universität Paderborn', 'name': 'Dunst, Alexander'}, {'affiliation': 'Institut für Informatik, Universität Paderborn', 'name': 'Hartel, Rita'}, {'affiliation': 'Department Psychologie, Universität Potsdam', 'name': 'Hohenstein, Sven'}, {'affiliation': 'Department Psychologie, Universität Potsdam', 'name': 'Laubrock, Jochen'}];"Dunst, Alexander;Hartel, Rita;Hohenstein, Sven;Laubrock, Jochen";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Digitale Analyse Graphischer Literatur;
15097;97;DHd 2015;Graz;[{'affiliation': 'Göttingen Centre for Digital Humanities, Universität Göttingen, Deutschland', 'name': 'Fischer, Frank'}, {'affiliation': 'Institut für Informatik, Universität Heidelberg, Deutschland', 'name': 'Strötgen, Jannik'}];"Fischer, Frank;Strötgen, Jannik";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Wann findet die deutsche Literatur statt? – Zur Untersuchung von Zeitausdrücken in großen Korpora;
15098;98;DHd 2015;Graz;[{'affiliation': 'Universität Trier', 'name': 'Sievers, Martin'}];Sievers, Martin;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Es geht auch ohne Formeln – Der Einsatz von TeX in den Digital Humanities am Beispiel kritischer Editionen;
15099;99;DHd 2015;Graz;[{'affiliation': 'Universität Wien', 'name': 'Friedl, Bernhard'}];Friedl, Bernhard;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Erzählen im Computerspiel. Der Text als 'Designer's Narrative Discourse' und über Möglichkeiten seiner Präsentation;
15100;100;DHd 2015;Graz;[{'affiliation': 'Universität Würzburg, Deutschland', 'name': 'Roeder, Torsten'}, {'affiliation': 'Ruhr-Universität Bochum, Deutschland', 'name': 'Arzhanov, Yury'}];"Roeder, Torsten;Arzhanov, Yury";2;Duo;;Duo_FALSCH;FALSCH;0;2;Duo_INTER;Mapping the Words. Übersetzungsstrukturen zwischen Altgriechisch und Hocharabisch in visuellen Formen;
15101;101;DHd 2015;Graz;[{'affiliation': 'Goethe Universität Frankfurt am Main', 'name': 'Hoenen, Armin'}];Hoenen, Armin;1;Single;;Single_FALSCH;FALSCH;0;1;Single_NICHT;Das artifizielle Manuskriptkorpus TASCFE;
15102;102;DHd 2015;Graz;[{'affiliation': 'Goethe Universität Frankfurt, Deutschland', 'name': 'Abrami, Giuseppe'}, {'affiliation': 'Goethe Universität Frankfurt, Deutschland', 'name': 'Mehler, Alexander'}, {'affiliation': 'Freies Deutsches Hochstift/  Frankfurter Goethe-Haus', 'name': 'Zeunert, Susanne'}];"Abrami, Giuseppe;Mehler, Alexander;Zeunert, Susanne";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Ontologiegestütze geisteswissenschaftliche Annotationen mit dem OWLnotator;
15103;103;DHd 2015;Graz;[{'affiliation': 'Universität Jena, Deutschland', 'name': 'Aehnlich, Barbara'}, {'affiliation': 'Universität Jena, Deutschland', 'name': 'Witzenhause, Elisabeth'}];"Aehnlich, Barbara;Witzenhause, Elisabeth";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;Sprachwissenschaftliche Untersuchungen zum Klagspiegel Conrad Heydens (1436) und zum Laienspiegel Ulrich Tenglers (1511);
15104;104;DHd 2015;Graz;[{'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Alscher, Stefan'}, {'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Bender, Michael'}, {'affiliation': 'Technische Universität Darmstadt, Deutschland', 'name': 'Rapp, Andrea'}, {'affiliation': 'Universität Stuttgart, Deutschland', 'name': 'Richter, Sandra'}];"Alscher, Stefan;Bender, Michael;Rapp, Andrea;Richter, Sandra";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;2;2;Kleingruppe_INTER;Annotation und Analyse des literaturtheoretischen und -kritischen Diskurses in deutschsprachigen Poetiken (1770 bis 1960);
15105;105;DHd 2015;Graz;[{'affiliation': 'DARIAH-DE, Deutschland', 'name': 'Andorfer, Peter'}, {'affiliation': 'DARIAH-DE, Deutschland', 'name': 'Puhl, Johanna'}, {'affiliation': 'DARIAH-DE, Deutschland', 'name': 'Schmunk, Stefan'}];"Andorfer, Peter;Puhl, Johanna;Schmunk, Stefan";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Forschungsdaten in Theorie und Praxis. Das DARIAH-DE Repository und die DARIAH-DE Collection-Registry;
15106;106;DHd 2015;Graz;[{'affiliation': 'FH Potsdam, Deutschland', 'name': 'Balck, Sandra'}, {'affiliation': 'FH Potsdam, Deutschland', 'name': 'Büttner, Stephan'}, {'affiliation': 'FH Potsdam, Deutschland', 'name': 'Ducks, Denise'}, {'affiliation': 'FH Potsdam, Deutschland', 'name': 'Lehfeld, Ann-Sophie'}, {'affiliation': 'FH Potsdam, Deutschland', 'name': 'Schneider, Eva'}, {'affiliation': 'FH Potsdam, Deutschland', 'name': 'Vietze, Evelyn'}];"Balck, Sandra;Büttner, Stephan;Ducks, Denise;Lehfeld, Ann-Sophie;Schneider, Eva;Vietze, Evelyn";6;Großgruppe;;Großgruppe_WAHR;WAHR;5;1;Großgruppe_NICHT;Mit den Informationswissenschaften von Daten zu Erkenntnissen;
15107;107;DHd 2015;Graz;[{'affiliation': 'Institut für Architektur von Anwendungssystemen, Universität Stuttgart', 'name': 'Barzen, Johanna'}, {'affiliation': 'Institut für Architektur von Anwendungssystemen, Universität Stuttgart', 'name': 'Falkenthall, Michael'}, {'affiliation': 'Musikwissenschaftliches Institut, Universität zu Köln', 'name': 'Hentschel, Frank'}, {'affiliation': 'Institut für Architektur von Anwendungssystemen, Universität Stuttgart', 'name': 'Leymann, Frank'}];"Barzen, Johanna;Falkenthall, Michael;Hentschel, Frank;Leymann, Frank";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Musterforschung in den Geisteswissenschaften: Werkzeugumgebung zur Musterextraktion aus Filmkostümen;
15108;108;DHd 2015;Graz;[{'affiliation': 'HAB Wolfenbüttel / MWW-Forschungsverbund, Deutschland', 'name': 'Baum, Constanze'}, {'affiliation': 'HAB Wolfenbüttel / MWW-Forschungsverbund, Deutschland', 'name': 'Steyer, Timo'}];"Baum, Constanze;Steyer, Timo";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_NICHT;'Was heißt und zu welchem Ende produziert man ein geisteswissenschaftliches E-Journal?' Innovationspotentiale des digitalen Publizierens am Beispiel der Zeitschrift für Digital Humanities (ZfDH);
15109;109;DHd 2015;Graz;[{'affiliation': 'Universität Innsbruck, Österreich', 'name': 'Mühlberger, Günter'}, {'affiliation': 'Universität Innsbruck, Österreich', 'name': 'Colutto, Sebastian'}, {'affiliation': 'Universität Innsbruck, Österreich', 'name': 'Kahle, Philip'}, {'affiliation': 'Universitat Politècnica de València (DSIC)', 'name': 'Sánchez, Joan Andreu'}];"Mühlberger, Günter;Colutto, Sebastian;Kahle, Philip;Sánchez, Joan Andreu";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;Automatisierte Handschriftenerkennung mit der Transcription & Recognition Platform (TRP);
15110;110;DHd 2015;Graz;[{'affiliation': 'Universität Hamburg', 'name': 'Bausi, Alessandro'}, {'affiliation': 'Universität Hamburg', 'name': 'Ellwardt, Andreas'}, {'affiliation': 'Universität Hamburg', 'name': 'Vertan, Cristina'}];"Bausi, Alessandro;Ellwardt, Andreas;Vertan, Cristina";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Modellierung eines maschinell lesbaren Lexikons für das Korpus der altäthiopischen Literatur;
15111;111;DHd 2015;Graz;[{'affiliation': 'Universität Stuttgart', 'name': 'Blessing, André'}, {'affiliation': 'Universität Hildesheim', 'name': 'Dick, Melanie'}, {'affiliation': 'Universität Hildesheim', 'name': 'Heid, Ulrich'}];"Blessing, André;Dick, Melanie;Heid, Ulrich";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;2;Kleingruppe_INTER;Automatische Verfahren zur Bewertung der Relevanz von Dokumenten für geisteswissenschaftliche Forschungsfragen;
15112;112;DHd 2015;Graz;[{'affiliation': 'Universität Paderborn', 'name': 'Bohl, Benjamin Wolff'}, {'affiliation': 'International Audio Laboratories Erlangen', 'name': 'Prätzlich, Thomas'}, {'affiliation': 'International Audio Laboratories Erlangen', 'name': 'Müller, Meinard'}, {'affiliation': 'Universität Paderborn', 'name': 'Veit, Joachim'}];"Bohl, Benjamin Wolff;Prätzlich, Thomas;Müller, Meinard;Veit, Joachim";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;Der Gang durch die Domänen zur Erfassung, Aufbereitung und Präsentation von Audiodaten im BMBF-Projekt 'Freischütz Digital';
15113;113;DHd 2015;Graz;[{'affiliation': 'Universität Leipzig', 'name': 'Reichelt, David Georg'}, {'affiliation': 'Universität Leipzig', 'name': 'Brose, Marc'}, {'affiliation': 'Universität Leipzig', 'name': 'Bryan, Maximilian'}, {'affiliation': 'Universität Leipzig', 'name': 'Sperveslage, Gunnar'}, {'affiliation': 'Universität Leipzig', 'name': 'Dils, Peter'}];"Reichelt, David Georg;Brose, Marc;Bryan, Maximilian;Sperveslage, Gunnar;Dils, Peter";5;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;5;Kleingruppe_NICHT;Projekt Altägyptische Wörterbücher im Verbund: Digital unterstütze Analyse der Entwicklung ägyptischer Wörterbücher;
15114;114;DHd 2015;Graz;[{'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Bräckel, Oliver'}, {'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Kahl, Hannes'}, {'affiliation': 'Universität Erfurt, Max-Weber-Kolleg, Deutschland', 'name': 'Meins, Friedrich Wilhelm'}, {'affiliation': 'Universität Leipzig\\Historisches Seminar, Deutschland', 'name': 'Schubert, Charlotte'}];"Bräckel, Oliver;Kahl, Hannes;Meins, Friedrich Wilhelm;Schubert, Charlotte";4;Kleingruppe;;Kleingruppe_WAHR;WAHR;1;3;Kleingruppe_INTER;eComparatio. Editionsvergleich;
15115;115;DHd 2015;Graz;[{'affiliation': 'Max-Planck-Institutzur Erforschung multireligiöser und multiethnischer Gesellschaften', 'name': 'Buddenbohm, Stefan'}, {'affiliation': 'Staats- und Universitätsbibliothek Göttingen', 'name': 'Engelhardt, Claudia'}, {'affiliation': 'Akademie der Wissenschaften zu Göttingen', 'name': 'Wuttke, Ulrike'}];"Buddenbohm, Stefan;Engelhardt, Claudia;Wuttke, Ulrike";3;Kleingruppe;;Kleingruppe_WAHR;WAHR;2;1;Kleingruppe_INTER;Humanities Data Centre – grundlegende Überlegungenin der Designphase eines geisteswissenschaftlichen Forschungsdatenzentrums;
15116;116;DHd 2015;Graz;[{'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Burghardt, Manuel'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Schneider, Patrick'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Bogatzki, Christopher'}, {'affiliation': 'Universität Regensburg, Deutschland', 'name': 'Wolff, Christian'}];"Burghardt, Manuel;Schneider, Patrick;Bogatzki, Christopher;Wolff, Christian";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;StreetartFinder – Eine Datenbank zur Dokumentation von Kunst im urbanen Raum;
15117;117;DHd 2015;Graz;[{'affiliation': 'Universität Wien, Österreich', 'name': 'Börner, Ingo'}, {'affiliation': 'WU Wien, Österreich', 'name': 'Hecht, Angelika'}];"Börner, Ingo;Hecht, Angelika";2;Duo;;Duo_WAHR;WAHR;1;1;Duo_INTER;Quantitative Aufführungsanalysen zu Stücken Johann Nestroys;
15118;118;DHd 2015;Graz;[{'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Bögel, Thomas'}, {'affiliation': 'Institute for German Studies, University of Hamburg', 'name': 'Petris, Marco'}, {'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Gertz, Michael'}, {'affiliation': 'Institute of Computer Science, Heidelberg University', 'name': 'Strötgen, Jannik'}];"Bögel, Thomas;Petris, Marco;Gertz, Michael;Strötgen, Jannik";4;Kleingruppe;;Kleingruppe_FALSCH;FALSCH;0;4;Kleingruppe_INTER;An End-To-End Integration of Automatic Annotations into CATMA;
15119;119;DHd 2015;Graz;[{'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Capelle, Irmlind Capelle'}, {'affiliation': 'Universität Paderborn, Deutschland', 'name': 'Richts, Kristina'}];"Capelle, Irmlind Capelle;Richts, Kristina";2;Duo;;Duo_WAHR;WAHR;2;0;Duo_NICHT;DFG­Projekt 'Entwicklung eines MEI­ und TEI­basierten Modells kontextueller Tiefenerschließung von Musikalienbeständen am Beispiel des Detmolder Hoftheaters im 19. Jahrhundert (1825–1875)';
15120;120;DHd 2015;Graz;[{'affiliation': 'Österreichisches Filmmuseum, Österreich', 'name': 'Heftberger, Adelheid'}];Heftberger, Adelheid;1;Single;;Single_WAHR;WAHR;1;0;Single_NICHT;Filmbild Filmschnitt Filmstil – die Quantifizierung und Visualisierung von filmischen Strukturen;
