0,musik-music-mei (0)
1,wiedergabe-narrative-rede (1)
2,zeitungen-text-zeitschriften (2)
3,gnd-personen-wikidata (3)
4,annotation-annotationen-catma (4)
5,annotation-annotationen-korpus (5)
6,ocr-text-transkribus (6)
7,ressourcen-korpora-daten (7)
8,rekonstruktion-virtuellen-raum (8)
9,emotionen-sentiment-blogs (9)
10,sammlungen-objekte-museum (10)
11,workshop-workshops-universität (11)
12,topic-topics-modeling (12)
13,dariah-de-textgrid-forschungsdaten (13)
14,science-citizen-twitter (14)
15,digital-digitalen-humanities (15)
16,texte-gattungen-delta (16)
17,abbildung-ergebnisse-korpus (17)
18,zugriff-letzter-forschungsdaten (18)
19,visualisierung-visualisierungen-sammlungen (19)
20,handschriften-mittelalterlichen-projekt (20)
21,data-digital-research (21)
22,daten-projekt-metadaten (22)
23,daten-web-linked (23)
24,korpus-korpora-dta (24)
25,results-text-corpus (25)
26,texte-werke-literatur (26)
27,film-videos-filmen (27)
28,netzwerkanalyse-analyse-qualitativen (28)
29,edition-editionen-digitale (29)
30,software-nachhaltigkeit-forschungssoftware (30)
31,geisteswissenschaften-dh-theorie (31)
32,oes-thesaurus-comdeg (32)
33,figuren-dramen-figur (33)
34,fu-proceedings-conference (34)
35,bilder-bildern-bild (35)
36,spiele-masse-biodiversität (36)
37,methoden-analyse-digitalen (37)
38,edition-briefe-nachlass (38)
39,word-embeddings-tools (39)
