,segmentID,idno,filename,type,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,dh0009,dh0009,108_final-HODEL_Tobias_Automatic_Text_and_Feature_Recognition__Mit_REA.xml,Workshop,2019,2.319877947356562e-05,1.7382480407489116e-05,2.999333011770805e-05,9.220440979938796e-05,7.385091996323041e-05,3.09331271956789e-05,0.6129829078822894,3.147626039734197e-05,2.442668841945825e-05,2.6806716890242198e-05,5.104130004939818e-05,0.1448336013197922,2.7336610768548574e-05,2.668901966623014e-05,3.424300567498727e-05,0.0003416980387987953,2.371373197389985e-05,0.034444602937039,4.24215804568763e-05,5.560015993147021e-05,4.5479826348445945e-05,7.56169017716816e-05,0.1922558871199423,9.609212176905982e-05,4.41150860377733e-05,4.3172624641081575e-05,6.16067729408672e-05,2.196839924590431e-05,3.758757722947168e-05,7.590914413319219e-05,0.0014518014137658,3.3377708632215925e-05,1.8467519908269625e-05,2.6886146914885103e-05,5.339124608214077e-05,2.3065762067194715e-05,1.5221108337446584e-05,0.012340778433937,3.116711846021903e-05,3.427966872987777e-05
1,dh0935,dh0935,posters-068.xml,Poster,2016,6.221770346269626e-05,4.661874615738398e-05,8.044027149138192e-05,0.0002472865709762064,0.0001980636370958772,8.296074960441911e-05,9.681056369326638e-05,0.4262770182390668,6.551087993182012e-05,7.189397029210148e-05,0.0077474717935489,0.00029514414507220843,7.331511316837787e-05,7.157831355721555e-05,9.18376406476666e-05,0.000916413179236138,6.3598774479802e-05,0.0771571478221876,0.0001137720765134362,0.00014911621824917535,0.00012197410439229529,0.00020279989197531732,0.4166809276285782,0.0002577131759945023,0.00011831395459649364,0.00011578633094408468,0.000165225585876023,5.891789916746493e-05,0.00010080757639035488,0.0002035836680618319,0.0038936423336983,8.951696705897022e-05,4.952875553877397e-05,7.21069967457086e-05,0.000143192046806931,6.186095893851161e-05,4.0822078850826255e-05,0.0635395393694186,8.35882998221626e-05,9.19359687118569e-05
2,dh0904,dh0904,posters-034.xml,Poster,2016,6.128487629060969e-05,4.591979343614946e-05,7.923423419329728e-05,0.0114882945881165,0.0001950940780764559,8.17169228936812e-05,9.535908735563136e-05,8.315173333753114e-05,6.452867831609603e-05,0.0075672931161942,0.0001348372556756099,0.3151427551161966,7.221590304196956e-05,0.0038187436676369,9.046072311698611e-05,0.4919219201413675,6.264524097335017e-05,0.0047838022820353,0.00011206629699265917,0.00014688052563372833,0.00012014535224402168,0.0001997593225038932,0.1368122373224142,0.0002538492941764192,0.00011654007890609951,0.00011405035179908764,0.00016274836625120213,5.803454580970848e-05,9.92961730248241e-05,0.0002005313474715196,8.702660846667311e-05,8.817484328088104e-05,4.878617318046011e-05,7.102589985337017e-05,0.0076375222239206,6.093348042070078e-05,4.021003529643916e-05,0.0176080316788658,8.233506427981598e-05,9.05575769530235e-05
3,dh0920,dh0920,posters-051.xml,Poster,2016,2.151946079881057e-05,1.6124193349968604e-05,2.782216592167121e-05,0.3330714058409798,6.85049822951126e-05,0.0026609933473383,0.0210918795344599,2.91977494973638e-05,0.0105518561419424,2.486622599786784e-05,4.734651048280053e-05,0.0001020825666393796,2.535776179416856e-05,2.4757048668037093e-05,3.176421497070585e-05,0.00031696312124264355,0.0026542965513865,0.3623047954939725,3.935075716830496e-05,5.157536254940629e-05,0.0079390858658092,7.014312779934833e-05,0.0480400019720423,0.0264121303286767,4.0921672871098985e-05,4.004743459043384e-05,5.7147167451325e-05,2.0378145622856632e-05,3.486667889720491e-05,7.041421525243805e-05,3.055836615336304e-05,3.096155525266066e-05,1.7130688757574558e-05,2.493990622330812e-05,4.952634807246973e-05,2.139607228756498e-05,1.411927918687985e-05,0.1733338652753885,2.891098579909399e-05,0.0105609958824095
4,dh0777,dh0777,MOELLER_Katrin_Die_Summe_geisteswissenschaftlicher_Methoden_.xml,Panel,2018,1.8232002641948733e-05,1.3660952683915227e-05,2.357186396680918e-05,0.0112233216688456,5.803969857182379e-05,2.4310453806330018e-05,0.0011434547323016,2.473730410588714e-05,1.9197020615032047e-05,2.106749338782127e-05,4.011353780096502e-05,0.0078920882728732,2.1483938856439265e-05,2.097499472419188e-05,2.691169898166529e-05,0.5399700639504532,1.863670562889983e-05,0.0058835049752973,0.1472246635214307,4.369636186758978e-05,3.57427559964986e-05,5.942758990610728e-05,0.0496217731653062,0.0223772349332537,3.46702017710442e-05,3.392951803403995e-05,4.841698022517519e-05,1.7265042479803846e-05,2.9540209567191107e-05,0.0011747430539945,2.5890063772998727e-05,2.6231658982670773e-05,1.4513689055989907e-05,2.112991772444595e-05,4.196036867955584e-05,1.8127463792948387e-05,1.1962322747967436e-05,0.2126442750548954,2.4494348366737807e-05,2.6940512605864232e-05
5,dh0150,dh0150,157_final-HALL_Mark_Die_Kanonfrage_2_0.xml,Vortrag,2020,1.6842242307151542e-05,1.2619627134084276e-05,2.1775065107043045e-05,0.0227288494826278,5.361553999183773e-05,2.245735488546755e-05,2.6206479520600117e-05,2.285166791378405e-05,1.773370041258368e-05,1.946159373768461e-05,3.705582632411925e-05,7.989509303929237e-05,1.984629505810027e-05,0.0144405911967864,2.4860316447271208e-05,0.083685101658877,1.721609623326801e-05,0.0620897998539218,3.079793650011456e-05,4.0365544530014514e-05,3.3018213579749645e-05,0.0659804521555989,0.2796689841051553,6.976258386726542e-05,3.2027416325744234e-05,3.1343192260150374e-05,0.2524159897172677,1.594899005878164e-05,2.7288465074590998e-05,5.510980438761907e-05,2.391655683557117e-05,0.0031144924815081,1.3407362463255332e-05,1.9519259690456965e-05,3.876187989203556e-05,1.6745672080613533e-05,1.1050477681155274e-05,0.2149767249293838,2.262723182143447e-05,2.4886933711980744e-05
6,dh0828,dh0828,PIOTROWSKI_Michael_Das_Labeling_System_ein_freier_Baukasten_für_kontrollierte_Vokabulare.txt,Poster,2015,6.128487629060969e-05,4.591979343614946e-05,7.923423419329728e-05,0.00024357901476855845,0.030181002273671,8.17169228936812e-05,9.535908735563136e-05,8.315173333753114e-05,6.452867831609603e-05,7.08160672956036e-05,0.0001348372556756099,0.00029071906245290715,7.221590304196956e-05,7.050514318765447e-05,9.046072311698611e-05,0.0421332972074478,6.264524097335017e-05,0.0310214719531806,0.00011206629699265917,0.00014688052563372833,0.00012014535224402168,0.0001997593225038932,0.3392171176426781,0.2963646927256735,0.00011654007890609951,0.00011405035179908764,0.00016274836625120213,5.803454580970848e-05,9.92961730248241e-05,0.0002005313474715196,8.702660846667311e-05,0.0038364133677302,4.878617318046011e-05,7.102589985337017e-05,0.00014104517502198504,6.093348042070078e-05,4.021003529643916e-05,0.2537470587191736,8.233506427981598e-05,9.05575769530235e-05
7,dh0932,dh0932,posters-064.xml,Poster,2016,5.081019593043878e-05,3.807128027006448e-05,6.569168785899258e-05,0.049923508437829,0.0001617490143070081,6.775004070126016e-05,7.906051550649633e-05,6.893961640390747e-05,5.349957423142377e-05,5.87123360949671e-05,0.0001117911594879104,0.00024102998028257468,5.987291490083775e-05,5.845455447247548e-05,0.0497965607980482,0.0038559880087275,5.193804998270328e-05,0.0226117505336755,9.291216450196586e-05,0.00012177601942812582,9.961036485906548e-05,0.00016561688510595418,0.2936692416629056,0.3762297702195544,0.0032042188864521,9.455710889205196e-05,0.00013493176256683482,4.811540500371592e-05,8.232468288929412e-05,0.00016625695721252546,7.21522061394905e-05,7.310418710796631e-05,4.044774450128592e-05,5.88863045194467e-05,0.00011693803449854028,5.051885989323193e-05,3.333742181502912e-05,0.1979467622237395,6.826253067991797e-05,7.507966902225652e-05
8,dh0008,dh0008,108_final-HADERSBECK_Maximilian_Spielräume_bei_der_Retroperspektivisch.xml,Vortrag,2020,2.252754807623513e-05,1.6879537283852644e-05,2.9125505803569272e-05,8.953657570491763e-05,7.171412409181199e-05,3.0038110877470585e-05,3.505279858481247e-05,3.0565529111960297e-05,2.371992881520268e-05,2.6031093756422448e-05,4.956447566763442e-05,0.00010686466307005276,2.6545655732945903e-05,2.5916801973296867e-05,3.3252221630757345e-05,0.0003318113784980088,2.302760098727191e-05,0.3503431906258085,4.119415826600272e-05,5.399142990818923e-05,4.416391714619671e-05,7.342900914156095e-05,0.1412255997330329,0.0111157537046197,4.283866410884248e-05,4.192347180537837e-05,5.982424811738498e-05,2.1332767559343167e-05,3.650002165290547e-05,0.0083405442235289,3.19898843696461e-05,3.241196101474229e-05,1.7933182349374278e-05,2.6108225559881277e-05,5.1846428573367616e-05,2.239837938352821e-05,1.4780702158754946e-05,0.047806647648309,0.3472371852969421,0.0923462387669773
9,dh0293,dh0293,256_final-BUSCH_Anna_Skalierbare_Exploration__Prototypenstudie_zur_Vis.xml,Vortrag,2019,2.1864788823735616e-05,1.6382942205021794e-05,2.826863498967865e-05,8.69024144644337e-05,6.960429841900005e-05,2.915439127140075e-05,3.4021547136165305e-05,2.9666292889805037e-05,2.3022089785508663e-05,2.5265260378490337e-05,4.810629145988813e-05,0.00010372071043147706,2.5764683969346112e-05,0.0026996948950076,3.227394305923373e-05,0.002996590069547,2.23501302050308e-05,0.0592093535896461,3.998222834591862e-05,0.283553702784089,0.0094037565909192,7.126873164284021e-05,0.228005129360773,0.0094514585466414,4.1578352915330695e-05,4.069008552020035e-05,0.082968821704536,2.070515868537561e-05,3.5426192979450544e-05,0.0214678686809357,3.104874369243505e-05,3.145840286533876e-05,1.74055890893982e-05,2.5340122968440827e-05,5.032110943389574e-05,2.1739420267019312e-05,1.4345854696394475e-05,0.2229198558673029,0.076253781000119,3.230849789233291e-05
