,segmentID,idno,filename,type,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,dh0194,dh0194,191_final-GIUS_Evelyn_Korpuserstellung_als_literaturwissenschaftliche_.xml,Vortrag,2019,1.972788604884788e-05,1.4781794581737534e-05,2.5505867645401493e-05,7.840921509669495e-05,0.0386732136378624,2.630505665809827e-05,3.0696532700063164e-05,2.676692879770648e-05,2.0772080972573648e-05,2.2796020659492996e-05,4.3404738266810905e-05,0.0037133099353891,2.3246634281693338e-05,2.2695932746410263e-05,2.911972652250788e-05,0.0413141374640614,2.01657937525156e-05,0.1704604804284188,3.607466100614901e-05,4.728152274888512e-05,3.867534637957526e-05,6.430345282683858e-05,0.1152284410538428,8.171526569370253e-05,3.7514792163096e-05,3.671333745464643e-05,0.3728841798354925,1.868158958503106e-05,3.196389884563679e-05,6.455197124622769e-05,2.8014269081771648e-05,2.838389119644473e-05,1.5704495521857576e-05,0.0181214941677635,4.540309631007406e-05,1.9614770087795333e-05,1.2943796942441558e-05,0.2385371541678882,2.6504039238562617e-05,2.9150904221744454e-05
11,dh0783,dh0783,MÜNSTER_Sander_Modellathon__Digitale_3D_Rekonstruktion__.xml,Workshop,2018,2.6856979450927503e-05,2.0123512085712864e-05,3.4722958229507295e-05,0.0132475215087478,0.0017280936029307,3.581095127844615e-05,4.178938107707019e-05,3.643973079043741e-05,0.3121217428923397,3.103385009924451e-05,5.908996842430089e-05,0.364783976493017,0.0016742444835131,3.0897593278909425e-05,3.964276227544898e-05,0.1975072418844182,2.745313446569624e-05,0.0152371915606769,4.911101102988689e-05,0.0197755338829673,5.265150966514312e-05,8.754088030100659e-05,0.0533850793917904,0.00011124482400845058,5.10715643701179e-05,4.998048686782585e-05,7.132150365049019e-05,2.5432581390297616e-05,4.351473707538608e-05,8.787920616451694e-05,3.813782415403977e-05,3.8641017122298186e-05,2.1379650737710133e-05,3.1125805391205114e-05,6.18104758709996e-05,2.67029866189516e-05,1.762131470342881e-05,0.0192145790518497,3.608184046856978e-05,3.9685206702877766e-05
12,dh0776,dh0776,MESZNER_Daniel_Gehör_verschaffen_Die_Produktion_und_Verbreitung_von_digitalen_Radiosendungen.txt,unbekannt,2014,3.4803305175502035e-05,2.60775689091046e-05,4.4996635383582487e-05,0.00013832702778315294,0.00011079272975979713,4.640653906170205e-05,5.415384054554936e-05,0.0426192545042486,3.664544044043381e-05,4.02160100598167e-05,7.657325007971815e-05,0.4109852174221975,4.101096819019341e-05,4.003943816687429e-05,5.137208955285857e-05,0.1814437635733879,3.557584793105699e-05,0.0005880903032756468,6.364176237590903e-05,8.341254918633273e-05,6.82298082766559e-05,0.0001134420934422247,0.060666016779559,0.00014415945643609648,6.61823956715328e-05,6.476849492547987e-05,9.242379850121118e-05,3.2957462440801536e-05,5.638968733746018e-05,0.00011388052168386786,4.942187691612655e-05,5.0073952421060496e-05,2.7705368376579525e-05,4.033517268175096e-05,8.009868938210444e-05,3.460374961729453e-05,2.2835032299055297e-05,0.3016179201843066,4.6757577761710856e-05,5.142709225200808e-05
13,dh1049,dh1049,TRIPPEL_Thorsten_CLARIN_D_eine_Forschungsinfrastruktur_für_die_Geistes_und_Sozialwissenschaften.txt,unbekannt,2014,1.5283638382086372e-05,1.1451789738959586e-05,1.975997107588925e-05,6.074538784306791e-05,4.8653885269634654e-05,2.0379120833686413e-05,2.378129639485898e-05,0.435619438458807,1.6092599746477817e-05,1.766059148190427e-05,3.362662994384977e-05,7.250149286815528e-05,1.8009692020841862e-05,1.758305111766117e-05,2.2559709076444684e-05,0.1039836038159531,1.56228953592919e-05,0.0320401354278007,2.7947853723867843e-05,3.663006234216123e-05,2.996266335398273e-05,0.0206145629006829,0.3369817807750168,6.330665982489262e-05,2.90635558204358e-05,2.8442650777024977e-05,4.0587292128381926e-05,1.447304890717576e-05,2.476315353954667e-05,5.0009868413437984e-05,2.170328625804616e-05,2.1989640848938344e-05,1.2166626973353968e-05,1.771292094926723e-05,3.517480300281528e-05,1.519600489516899e-05,1.0027851502669507e-05,0.0698244917870541,2.053327712780841e-05,2.2583863143410465e-05
14,dh0693,dh0693,HUG_Marius__BeWeB_3D___Zur_Digitalisierung_interaktiver_Buch.xml,Poster,2018,6.36714334897413e-05,4.770800319100004e-05,0.280464901479353,0.00414726699857,0.0079910964839109,8.489914536726528e-05,9.907256334197472e-05,8.638983023562938e-05,0.1441525349312029,7.357378837538666e-05,0.0312937082807792,0.0003020402515197127,7.502813656071472e-05,7.325075625297911e-05,9.398344687953004e-05,0.000937825370327925,6.508477352828806e-05,0.0244411058495357,0.00011643038555832104,0.0196236129690761,0.0001248240555831701,0.0041017408787433,0.0876211475896432,0.0002637346997965336,0.00012107838559993772,0.00011849170347709228,0.0196400987355433,6.029452855722551e-05,0.00010316296710065588,0.0391503656808782,9.041560084983912e-05,9.160855025315948e-05,5.068600556765134e-05,7.379179223791324e-05,0.00014653775978719366,6.330635355299837e-05,4.177589550571818e-05,0.333724128509435,8.554135843085871e-05,9.408407240009464e-05
15,dh0948,dh0948,posters-66.xml,Poster,2016,3.830979585850664e-05,2.870492720033813e-05,0.0023925919233692,0.00015226370510972953,0.00012195528092234692,5.108207479113295e-05,5.960992974065113e-05,5.197898930783839e-05,4.033752930472448e-05,4.426783973148904e-05,8.428813194561957e-05,0.00018173142557936165,4.514289121114648e-05,4.40734779276643e-05,5.6547912724686926e-05,0.0075934557010645,3.916017357717547e-05,0.0849975662620848,7.005377542167571e-05,9.18165017733824e-05,0.0305349075056046,0.00012487157238710658,0.1698729378292895,0.00015868376061672345,7.285038173294016e-05,7.129402814317808e-05,0.014160106463725,3.627798140879573e-05,6.207104180276909e-05,0.5226281361056794,5.44012129323214e-05,5.511898612519437e-05,3.0496730162243185e-05,4.439900818509555e-05,8.816876510114649e-05,3.8090134747045854e-05,2.5135699652313125e-05,0.1656490376057995,5.1468481222015255e-05,5.6608457036942855e-05
16,dh0080,dh0080,150225_Kunstgeschichte_I_Kassung-Making_Things_Chatter_Historische_Debatten_und_ihre_Objekte-1181165.txt,Vortrag,2015,3.5406231276073846e-05,2.6529331948720345e-05,0.3335292593261277,0.00014072337994121436,0.0001127120827692004,4.721047746629933e-05,5.509199178568211e-05,4.803941330638131e-05,0.1364623415791412,4.0912704870946005e-05,0.1083517579655076,0.0023334348552487,4.17214347107408e-05,4.073307407878855e-05,5.226205024699785e-05,0.0005215032886569149,3.619215742118858e-05,0.0005982782722501471,6.474428064046265e-05,8.485757294962376e-05,0.0282206149343627,0.0001154073435440446,0.135343207329661,0.0001466568485226029,6.73289274031462e-05,6.589053249887713e-05,9.402493150134918e-05,3.352841149905826e-05,5.736657197894447e-05,0.0001158533670364486,5.02780524828355e-05,5.094142442468789e-05,2.8185331116783716e-05,4.103393184437259e-05,8.1486304443563e-05,3.520321865383317e-05,2.323062222682434e-05,0.2527061648431546,4.75675974966151e-05,5.231800580285885e-05
17,dh1169,dh1169,WINDHAGER_Florian_Zur_Weiterentwicklung_des__cognition_suppo.xml,Vortrag,2018,1.9515958771667868e-05,1.4623000807798192e-05,2.5231870265813053e-05,7.75669022700637e-05,6.212704038565642e-05,2.602247397185337e-05,3.0366774479750887e-05,2.647938443920181e-05,2.054893640700894e-05,2.255113387451545e-05,0.0286896674836036,9.257848886019884e-05,2.2996906769342543e-05,2.245212115817939e-05,2.8806907179428696e-05,0.051612842759456,1.9949162241589275e-05,0.0039106128564347,3.568712811675099e-05,0.466749733912605,3.825987556674096e-05,0.0108061360546384,0.0340184783123577,8.083743754122702e-05,3.711178863106965e-05,3.631894356856615e-05,5.182665933522381e-05,1.848090217207932e-05,3.1620525914870666e-05,6.38585201856862e-05,2.7713325141098656e-05,2.8078976581561937e-05,1.5535789611493333e-05,2.2617954333235277e-05,4.491535248629535e-05,0.0024066314764408,1.280474790112054e-05,0.3971125139588464,2.621931897729424e-05,0.0036096788776705
18,dh0152,dh0152,159_final-LAUBROCK_Jochen_Grundzüge_einer_visuellen_Stilometrie.xml,Vortrag,2019,2.1719564185124312e-05,1.627412766854059e-05,0.0943436438989658,8.632521374976927e-05,6.914199077152258e-05,2.896074952299632e-05,3.379557802538736e-05,2.9469251121023707e-05,2.286917842212298e-05,2.509745000824319e-05,4.778677230749602e-05,0.00010303180358630471,2.5593556457045563e-05,2.498725746926701e-05,3.205958143172736e-05,0.0003199104717590065,2.220168195757196e-05,0.3112098487543056,3.971666874188039e-05,0.0053656077936174,4.2579912819506445e-05,7.079536892799514e-05,0.0033215131842586,8.99650349634146e-05,4.130219194598132e-05,4.041982437053312e-05,5.767856281629998e-05,2.0567636241792285e-05,0.0040203555290508,7.106897714672382e-05,3.084251976690717e-05,3.124945800773062e-05,1.7289982192587895e-05,2.5171815365283785e-05,4.998687959106624e-05,0.4104935524082952,1.425057037507542e-05,0.1696320950721487,2.917982088813985e-05,3.209390675366183e-05
19,dh0599,dh0599,ELWERT_Frederik_Digitalisierung_kulturellen_Erbes_und_postko.xml,Panel,2023,2.225162245844856e-05,1.6672790560363828e-05,2.876876599526879e-05,0.0177805218044596,7.083574336759416e-05,2.9670193149675303e-05,3.4623459134645434e-05,3.0191151373439885e-05,2.342939848362645e-05,2.5712255434466853e-05,0.2980924910283696,0.00010555574573571296,2.622051486839752e-05,2.5599363538748465e-05,3.2844936303246645e-05,0.1894969306814493,2.274555053921368e-05,0.000375997720158354,4.068959720457344e-05,5.3330123200411616e-05,4.362298139583451e-05,0.0436222696986143,0.0333433256932922,9.216888402567958e-05,4.231396054059871e-05,4.140997784595987e-05,5.90914989267254e-05,2.107147604870076e-05,3.60529560872381e-05,7.280993460541465e-05,3.159806060890016e-05,0.0013929443448408,1.7713530197178887e-05,2.5788442499490396e-05,5.121139462356884e-05,2.212403587095848e-05,1.4599662732685493e-05,0.3874534387412201,2.9894631046636856e-05,0.027251467649192
20,dh1038,dh1038,SUTOR_Nadine_Doctoral_Consortium__Nadine_Sutor.xml,DoctoralConsortium,2023,4.374174532896223e-05,3.277500146231622e-05,5.655300137971578e-05,0.00017385318983043047,0.0001392473313961243,5.832500686355365e-05,6.806202714896258e-05,5.934909497189232e-05,0.0348247587461152,5.054458078946262e-05,9.623935390928436e-05,0.0323109161455468,5.154370589872388e-05,5.032266040763704e-05,6.456584645930447e-05,0.0033195629810246,4.471269818240001e-05,0.000739127969214333,7.998670666752809e-05,0.1231679336890716,0.0348644548430031,0.0001425771240952994,0.0173904437487761,0.00018118354559692752,8.31798440443104e-05,8.140281493622986e-05,0.00011616075645657362,4.142183972196783e-05,7.087210051622372e-05,0.0777263859134658,6.211476590637747e-05,0.1365024565811691,3.482086433062299e-05,5.0694347630143285e-05,0.00010067022239605792,0.0053940604391912,2.8699692812709865e-05,0.5315728778970292,5.876620189773116e-05,6.46349753551513e-05
21,dh0256,dh0256,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic.xml,Vortrag,2020,1.862663833664128e-05,1.3956647000028087e-05,2.408208213068422e-05,7.403226520316122e-05,5.929598057306365e-05,0.0376191648433928,2.898299449708912e-05,2.5272748477104285e-05,0.0034372787429247,2.15235039014115e-05,4.0981804121870266e-05,8.835979056561232e-05,2.194896342350662e-05,2.14290030839268e-05,2.7494208606721545e-05,0.0857160093029151,1.90401012084792e-05,0.0003147443995092672,3.4060905563559654e-05,4.464217920097901e-05,0.2392731503170463,6.0713913119583614e-05,0.1463905008859305,0.0798226983995895,3.54206458900883e-05,3.466392989119595e-05,0.0228339063003074,1.7638748109773277e-05,3.017961388019234e-05,0.0706927166629546,2.645045987996197e-05,2.6799448992844764e-05,1.4827841037845369e-05,2.158727942648944e-05,4.286861005976014e-05,1.851983672133337e-05,1.222124984667896e-05,0.312941660572864,2.502453390771114e-05,2.752364590813388e-05
22,dh0482,dh0482,DHd2022_204.xml,Vortrag,2022,2.2715331895843228e-05,1.7020240744950704e-05,2.9368288493869328e-05,9.028292946359572e-05,7.231191449919399e-05,0.0041981592999872,3.534498965611479e-05,3.082031546445472e-05,2.391765201253768e-05,2.624808222749864e-05,4.997763232925797e-05,0.0001077554592874004,2.6766933459694735e-05,2.6132837737602107e-05,3.35294035578427e-05,0.0586847684609207,0.0153054124834433,0.0323375093967927,4.153754212467002e-05,5.4441488516429806e-05,4.4532056147498746e-05,0.0223026853566779,0.0118095347985248,9.408962402729751e-05,0.0014324860225364,0.063949625189118,0.0542426433169237,2.1510591997295707e-05,3.680427640173859e-05,7.432724660707502e-05,3.225654377951285e-05,0.268165703552624,1.808266872347491e-05,0.0166978090536995,5.227860700475298e-05,2.258508648629131e-05,1.4903910272592631e-05,0.4497100384974088,3.0517615845594463e-05,3.356530257835376e-05
23,dh0341,dh0341,292_final-KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml,Poster,2019,4.029235278607658e-05,3.01904259089872e-05,5.209333705288263e-05,0.000160143451180361,0.0001282665462691877,5.3725605485628125e-05,6.269478249204065e-05,5.466893591368689e-05,4.242502276095441e-05,4.6558729316293024e-05,0.0838754205901884,0.005119769703786,4.7479065280873904e-05,4.63543091623259e-05,5.947430409795379e-05,0.0055221052080948,4.118673810644146e-05,0.2076834511664877,0.0050023126623783,0.0050252016240159,0.0197935249929173,0.00013133375771972922,0.1071987865842866,0.0001668957487480483,7.662043651251123e-05,7.498354060917151e-05,0.00010700053561755832,0.0542531245327725,6.528325870891158e-05,0.0198463755667425,5.72165111909059e-05,5.797142961475869e-05,3.2074955843076745e-05,4.669668582294311e-05,9.273155621316831e-05,0.1799351862048705,2.6436488506920017e-05,0.2900443719870839,5.413200870138584e-05,0.0148454386567522
24,dh0119,dh0119,150226_Philologie_VII_1_Hadersbeck-Wittgensteins_Nachlass-441032.txt,Vortrag,2015,1.9823560528635863e-05,1.4853481963925306e-05,2.562956364671013e-05,7.87894768665767e-05,6.310625882946626e-05,0.0012388595397069,3.084540190936929e-05,2.689674057692609e-05,2.0872819492465948e-05,2.2906574695157677e-05,4.361523855780652e-05,9.403766932701662e-05,2.3359373661686483e-05,2.2806001384957715e-05,2.9260948682840263e-05,0.0245405221953587,2.0263591956641805e-05,0.1155155260076322,3.62496125654162e-05,4.751082431122092e-05,3.886291050257981e-05,0.0024894691282025,0.1485227919081179,8.211156084243887e-05,0.0133743927512968,3.689138640796848e-05,5.264352780967663e-05,1.8772189832859687e-05,3.211891441022794e-05,6.486502943467118e-05,0.020639407620743,2.8521544770570956e-05,1.5780657733848568e-05,2.2974448347868326e-05,0.0255065884235576,1.970989598824225e-05,1.3006570573426804e-05,0.1087518832168739,0.5383441811553141,2.929227758480317e-05
25,dh0268,dh0268,241_final-NEUBER_Frederike_Distant_Letters__Methoden_und_Praktiken_zur.xml,Workshop,2019,2.3981381702450405e-05,1.7968871942696737e-05,3.100514399475026e-05,9.531489139624226e-05,0.0264773565938086,3.1976644778890544e-05,3.731495943352515e-05,3.253810037784555e-05,2.525071370161264e-05,2.7711031550903203e-05,5.276315939244477e-05,0.1746538005115649,0.0410965033307559,2.7589363854653577e-05,3.539818078217323e-05,0.0414214696250694,0.0190919129517984,0.0840084384772715,4.385265675363564e-05,5.747581072328454e-05,4.701407143707846e-05,7.816780993197132e-05,0.1283388633208236,0.0074329488484516,0.0528476319729717,0.0044447980938729,0.0029971310924219,2.2709495053744803e-05,3.8855580218666976e-05,0.0352798223648838,3.405437755984786e-05,3.45036932643128e-05,1.90905148489584e-05,0.0102948542735062,5.519237998379416e-05,2.384387700316718e-05,1.5734586786800182e-05,0.2312988198393241,0.13937090532635,3.543608065163441e-05
26,dh1131,dh1131,vortrag-FISCH.xml,Vortrag,2017,1.7951754197840487e-05,0.0142867430024333,2.320953524564992e-05,0.0582624635963389,5.7147556576196766e-05,0.0164931198899283,2.7932876760999373e-05,2.4357061127468695e-05,1.890193865039376e-05,2.0743659941811703e-05,3.949694308138482e-05,8.515832070923002e-05,0.3854000386625916,2.0652583097116488e-05,2.649803286302573e-05,0.0002644138761433442,1.835023639903116e-05,0.2583205426967452,3.2826803923607847e-05,0.0033368613182846,0.0055249210515634,0.0187235883145705,0.0016473668297408,0.0011723038561334,3.413727786278967e-05,3.34079793514761e-05,4.7672751319388086e-05,0.0011149451986022,2.9086139987868576e-05,5.874025822782073e-05,2.5492101451868285e-05,2.5828445920417403e-05,1.4290595693396068e-05,0.0406447901488506,0.0538406469043017,1.7848822240324116e-05,1.1778447043039376e-05,0.1402051002885946,2.411783991870645e-05,2.652640358616166e-05
27,dh0797,dh0797,ODEBRECHT_Carolin_Suche_und_Visualisierung_von_Annotationen_.xml,Workshop,2018,2.6465726698335084e-05,1.9830352554882225e-05,3.4217113817246814e-05,0.000105189012763042,8.42509092512645e-05,0.3075821728370382,0.0097531874428409,3.5908876417869724e-05,2.7866554815584324e-05,3.058174865213071e-05,5.8229145157155394e-05,0.0826776045533085,3.118626435858663e-05,3.044747682255428e-05,3.906524610729699e-05,0.0440938481818889,2.7053196920723268e-05,0.0425325687388355,4.839556131659546e-05,6.343000237606227e-05,5.18844819313552e-05,8.626558385731253e-05,0.2355168273464108,0.00010962420826927211,0.0421356905695151,4.92523706215936e-05,7.028249125249244e-05,2.5062079283287924e-05,4.288081393856467e-05,8.659898098616703e-05,3.758223193990348e-05,3.807809438783008e-05,2.1068191766090568e-05,3.06723643384532e-05,6.09100202234178e-05,2.6313977235517653e-05,1.7364607209772977e-05,0.2342174793728418,3.555619984588833e-05,3.910707220387088e-05
