,segmentID,idno,filename,type,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,dh0194,dh0194,191_final-GIUS_Evelyn_Korpuserstellung_als_literaturwissenschaftliche_.xml,Vortrag,2019,1.8523169295364896e-05,0.0024256332149364,1.0066313299484824e-05,1.2601146502947725e-05,0.2839606112754516,0.0257620775419887,1.0596221403007867e-05,1.331988546879035e-05,1.686114070747949e-05,2.7474176297120855e-05,1.6294263206543742e-05,0.0483191284724008,5.120436524583136e-05,1.7323509180147186e-05,8.554868801447393e-05,2.199488478789245e-05,1.209824326209528e-05,0.2580495401575318,2.7952577484572365e-05,1.623382423943938e-05,3.301984112199969e-05,9.039017796200536e-05,4.464715240488093e-05,5.402943550292623e-05,4.4030409676769895e-05,0.0630791060335704,3.238634709219109e-05,2.016837707070019e-05,1.510067244357813e-05,4.581491713041168e-05,1.6586715713040178e-05,0.1156864862485079,1.1239334304610636e-05,3.007832335226716e-05,0.0014087345866533,3.6418438685245095e-05,0.0048934533333325,0.0217030513855703,2.2854940131468017e-05,5.619605679478568e-06,3.169266560193256e-05,6.683854798345874e-05,1.1251028207285255e-05,1.6696754138412834e-05,0.0061068843710788,2.062095531910205e-05,2.316598747048095e-05,0.1517989727907077,0.0156735126638955,0.00010206488898631244
11,dh0783,dh0783,MÜNSTER_Sander_Modellathon__Digitale_3D_Rekonstruktion__.xml,Workshop,2018,2.524338817799734e-05,2.239035551412682e-05,1.3718378863158083e-05,1.7172851340365447e-05,0.0110479589041573,0.0006343022878788117,1.4440538000322903e-05,1.8152349309860217e-05,2.297837444638832e-05,0.4055205829167294,2.2205833388359172e-05,0.00018405634968510565,6.9781345065605e-05,2.360849052699549e-05,0.0001165858123538363,2.9974644499418008e-05,1.648749444909156e-05,0.0102106080659315,3.809379230773308e-05,2.2123467121368663e-05,4.499946276618088e-05,0.00012318379826848163,6.084517078190505e-05,7.363135280417303e-05,6.000467335711718e-05,0.3354923370095854,4.413613665562678e-05,2.7485478494401272e-05,2.0579207054886505e-05,0.0246869188537962,2.2604387870445847e-05,6.093862441551346e-05,1.5316972716141176e-05,4.099076027527312e-05,0.00027819233794912417,4.9631073922014106e-05,0.000102273052812812,2.7555030029243445e-05,3.114672852814151e-05,7.658402582858944e-06,4.319078703152819e-05,0.2003702099400318,0.0098651258101441,2.2754348314141225e-05,0.00011430557658613106,2.810225245047503e-05,3.157062406109448e-05,2.609624528858024e-05,1.865615899394116e-05,0.00013909410268524652
12,dh0776,dh0776,MESZNER_Daniel_Gehör_verschaffen_Die_Produktion_und_Verbreitung_von_digitalen_Radiosendungen.txt,unbekannt,2014,3.270660624951934e-05,2.901007330805137e-05,1.7774223202340185e-05,2.2250011884712942e-05,0.2291394107432534,0.0454884427659069,1.870988898469065e-05,2.3519098830751057e-05,2.9771940278884657e-05,0.0106834183626724,2.8770997140095958e-05,0.0002384726849829781,9.041222836369848e-05,3.0588350437243364e-05,0.00015105445560833515,3.8836660443477846e-05,2.136202894735006e-05,0.0004674903165165107,4.935623763239369e-05,2.8664279252476983e-05,5.830357239509623e-05,0.00015960313876562515,7.883407048674576e-05,9.540049246973088e-05,7.774507965348542e-05,0.3113158646953742,5.718500356575687e-05,3.5611571487838675e-05,2.666345806377016e-05,0.2255409211089569,2.9287384418327956e-05,7.895515372547207e-05,1.984544198381867e-05,5.310969536808659e-05,0.0003604400167987695,6.430452128937958e-05,0.0001325101228368589,3.5701685962492106e-05,4.0355271596168646e-05,9.922612448521996e-06,5.596016093744148e-05,0.1256099184762824,1.9866090063215897e-05,2.9481680728726685e-05,0.0001481000672003872,3.641069491707176e-05,0.048961475976147,3.381161091475088e-05,2.4171860054630368e-05,0.0001802173312107853
13,dh1049,dh1049,TRIPPEL_Thorsten_CLARIN_D_eine_Forschungsinfrastruktur_für_die_Geistes_und_Sozialwissenschaften.txt,unbekannt,2014,1.4041006600208529e-05,1.2454078166452037e-05,7.630506919418024e-06,9.55197128508446e-06,0.1038486753818187,0.2706354582703348,8.032189971622965e-06,1.0096792659996186e-05,1.2781149067185074e-05,2.0826084595560964e-05,1.2351442325038077e-05,0.0001023767650568959,3.881413698227732e-05,1.3131635459277814e-05,0.0502862850764808,1.6672650211910744e-05,9.170758566489784e-06,0.0038531626122836,2.1188724170001127e-05,1.230562813835705e-05,0.0009381468700734888,6.851792288461828e-05,3.3843612375465245e-05,4.095560799587152e-05,3.337610659511239e-05,0.0925582102004693,2.454962787560817e-05,1.5288113553875345e-05,1.1446671898686587e-05,3.472880604600903e-05,1.2573128339374269e-05,3.3895593633965755e-05,8.519684975965626e-06,2.2800090523281584e-05,0.0001547375663571078,2.760605001201241e-05,5.688684099941189e-05,1.5326799864638684e-05,1.7324592790587652e-05,4.259795890105723e-06,2.4023800668187472e-05,5.0665222479985495e-05,8.528549234668786e-06,1.2656540105055244e-05,0.2283428392652365,1.563117872115811e-05,0.2483853948540395,1.4515387148266928e-05,1.0377024261615944e-05,7.73676338565329e-05
14,dh0693,dh0693,HUG_Marius__BeWeB_3D___Zur_Digitalisierung_interaktiver_Buch.xml,Poster,2018,5.9336347930629446e-05,5.263009528311729e-05,0.0193261014425532,4.0365987121374594e-05,0.3578233129115897,0.0169260562004729,3.394349368043561e-05,4.266836554638908e-05,5.401227487440042e-05,0.1119923711498783,5.219636313201914e-05,0.1200545410050826,0.00016402592792551742,5.549340675463591e-05,0.0002740430990017412,7.045749653624736e-05,3.875500785541664e-05,0.0008481212591548358,8.954212082904743e-05,5.200275546566966e-05,0.00010577438181269308,0.042736034081621,0.004001791912686,0.00017307564015513034,0.00014104517787691612,0.0592904470622512,0.0232563715947277,6.460653789752132e-05,4.837286426588098e-05,0.00014676159462319,0.0270645308014386,0.00014324049510455687,0.2122684133930105,9.635164647805174e-05,0.0006539105305432911,0.00011666130749335296,0.00024039995751909768,6.477002364045744e-05,7.321256195147124e-05,1.8001610443301457e-05,0.000101522963107395,0.0002141078168149654,3.604107448566365e-05,5.3485685795516255e-05,0.0002686832454859459,6.605630818168795e-05,7.420895802366965e-05,6.134104816705678e-05,4.385260541524725e-05,0.00032695040831421616
15,dh0948,dh0948,posters-66.xml,Poster,2016,3.5999090197852854e-05,3.1930437468675374e-05,1.956350528625136e-05,2.4489859285013727e-05,0.2592295401420839,0.0383621453654102,2.059336196526323e-05,2.588670171772608e-05,3.276899948860967e-05,5.33950391998661e-05,3.1667294161518264e-05,0.0002624790732163641,9.951377831814892e-05,3.366759540849758e-05,0.00016626069151738822,4.2746240059947805e-05,2.3512485551633776e-05,0.0520187232001884,5.43247941042893e-05,3.154983327814777e-05,6.417283240871126e-05,0.4496666248973564,0.014133362421381,0.00010500419722966198,8.557146264376504e-05,0.0102191563907957,6.294166033684623e-05,0.025791282450978,2.934759493239795e-05,0.0024301383101701,3.2235664724464415e-05,8.690335153896861e-05,2.184322795650017e-05,5.845610208990529e-05,0.0003967245203205756,7.077788029628249e-05,0.000145849551853236,3.929567633444262e-05,4.44177256137871e-05,1.0921494508098969e-05,0.1452097143855427,0.00012989823065279326,2.186595462116732e-05,3.2449520309167794e-05,0.0001630088929674004,4.007605926724456e-05,4.502223454173448e-05,3.721533263857698e-05,2.660517461573388e-05,0.0001983593134664874
16,dh0080,dh0080,150225_Kunstgeschichte_I_Kassung-Making_Things_Chatter_Historische_Debatten_und_ihre_Objekte-1181165.txt,Vortrag,2015,3.320093057485357e-05,2.9448528609909832e-05,1.804286100675824e-05,2.2586296304737443e-05,0.2671486541154218,0.0159481535803882,1.8992668346721567e-05,2.387456410199579e-05,3.022191036076886e-05,0.2159620796443258,2.9205839069031333e-05,0.0952437243051878,9.177870960136912e-05,0.0259405908510035,0.00015333747731005685,3.942363378536161e-05,2.1684892483438408e-05,0.0004745559176843392,5.010220279559455e-05,2.909750825809663e-05,5.918476666725356e-05,0.0001620153643964242,8.002556062208454e-05,9.68423658245167e-05,7.892011089196282e-05,0.0806760709873055,5.804929190222387e-05,3.6149801162770974e-05,2.706644686113719e-05,8.211866223778974e-05,2.97300309721448e-05,0.0022392768231792,2.0145383978557268e-05,5.391238991032212e-05,0.0090024010677229,0.0108609181596871,0.0066118979152123,3.6241277618442734e-05,4.096519707279155e-05,1.007258180537756e-05,5.680593712681307e-05,0.0001198014203691441,2.016634413092959e-05,2.9927263857247124e-05,0.00015033843657574425,3.6961002462358456e-05,4.1522718355644886e-05,3.432263616837661e-05,0.2677564525016497,0.0001829411176527252
17,dh1169,dh1169,WINDHAGER_Florian_Zur_Weiterentwicklung_des__cognition_suppo.xml,Vortrag,2018,1.8215967480399123e-05,1.615718084450368e-05,0.0059330182540391,0.0011970159374255,0.223573882841448,0.0312579392552233,1.0420485901438072e-05,1.309897872621836e-05,1.6581503192692693e-05,2.7018524421970254e-05,1.6024027203689043e-05,0.00013281753054636273,5.035515452563209e-05,1.703620340774629e-05,0.0131149914391602,2.1630105498826924e-05,1.1897597129203586e-05,0.004998864172673,2.748899145351553e-05,1.596459060071002e-05,0.0035863435485912,8.889108100498756e-05,0.4134776050637219,0.0924537880223152,0.0012279239546648,0.1200795210103139,3.184922817651384e-05,1.983388992423851e-05,1.4850231824702416e-05,4.505508896760961e-05,1.63116294634834e-05,4.397412870356274e-05,0.0035649242656615,2.9579482393811094e-05,0.0795705404195379,3.581444860752516e-05,7.380160662359725e-05,1.988407924462464e-05,2.247589705426211e-05,5.526406020359771e-06,3.1167051208479204e-05,6.573004851866502e-05,1.1064432909774586e-05,1.641984293096405e-05,0.0048209795474474,2.027896228328061e-05,2.278178575624261e-05,1.88314006101462e-05,1.3462534551483043e-05,0.00010037217006543528
18,dh0152,dh0152,159_final-LAUBROCK_Jochen_Grundzüge_einer_visuellen_Stilometrie.xml,Vortrag,2019,0.1175663911612543,1.8013715199785315e-05,1.1036848865028911e-05,1.3816075989432926e-05,0.2202072148724458,0.0031518002807743,1.1617847635575544e-05,1.4604111599234404e-05,1.848679413643541e-05,3.0123077085033827e-05,1.7865261593519882e-05,0.0001480788753822022,5.61411932685328e-05,1.899374149650305e-05,9.379679651591816e-05,2.411550405649665e-05,1.3264685733845934e-05,0.2406654208371535,3.064760294128975e-05,1.7798995451622294e-05,0.001356945918213,9.91050748540458e-05,0.013256376726519,5.923864042053434e-05,4.82755664968908e-05,0.0004822179516880505,0.3949375149915324,0.0013428553905085,1.6556591729427713e-05,5.02321258129385e-05,1.818591067510224e-05,4.90269582452654e-05,1.2322965754490366e-05,3.29783009008305e-05,0.00022381411243855285,3.992969339529132e-05,0.0027237667414055,2.216885135902144e-05,2.5058480949843475e-05,6.161415477564886e-06,3.474828867052366e-05,0.0013940252287149,1.2335787115461593e-05,1.830655836746503e-05,9.196227818136604e-05,2.260910827413756e-05,2.5399517669883856e-05,2.0995215110167774e-05,1.5009441660126108e-05,0.0014326478892808
19,dh0599,dh0599,ELWERT_Frederik_Digitalisierung_kulturellen_Erbes_und_postko.xml,Panel,2023,2.0228914324247604e-05,1.7942622447944677e-05,1.0993290945479172e-05,1.3761549599355442e-05,0.2403866282937243,0.0005083012845462125,1.1571996751972802e-05,1.4546475155543447e-05,1.8413834335900408e-05,3.0004193644270408e-05,1.7794754727226617e-05,0.3132436501926161,5.591962698546395e-05,1.89187809824858e-05,0.0750786403847994,2.402033004456263e-05,1.3212335455146532e-05,0.0081823214184946,3.0526649411923324e-05,1.7728750110635112e-05,3.60605426860912e-05,9.871394773703494e-05,4.875857939958271e-05,0.0829373990119843,0.0066257353729527,0.2346446665949172,3.536871202528051e-05,2.202562452011952e-05,1.6491249646792752e-05,5.003388019757041e-05,1.811413833828654e-05,4.883346893240707e-05,1.227433205863094e-05,3.284814906174199e-05,0.0015384608759228,3.977210725872032e-05,8.195701814833623e-05,2.208135998754257e-05,2.495958539454504e-05,6.1370988956340905e-06,3.461115141505234e-05,0.0053351137806113,1.2287102818944628e-05,0.0039648245080837,0.0264022006620894,2.2519879389032807e-05,2.5299276182408885e-05,2.091235560000489e-05,1.49502055447898e-05,0.00011146374909690014
20,dh1038,dh1038,SUTOR_Nadine_Doctoral_Consortium__Nadine_Sutor.xml,DoctoralConsortium,2023,0.0481501632619927,3.645352661409765e-05,2.2334763227626674e-05,2.795895728323666e-05,0.4429504828829386,0.0010327015717988,2.351050370703273e-05,2.955366868819421e-05,3.7410874691186624e-05,6.095868509294975e-05,3.615310788165203e-05,0.0056451120445557,0.00011361034968433664,3.843676073841316e-05,0.00018981226139019197,4.880143597176207e-05,2.6843134193226108e-05,0.0005874397666633217,6.202014393410183e-05,3.601900813928982e-05,7.326320086932494e-05,0.0937459580407635,0.0856262876527307,0.088319830533953,9.769304269482524e-05,0.0464121812022543,0.0214536641787987,4.474884827821096e-05,3.35048128913815e-05,0.00010165244175873714,3.680199067454684e-05,9.921359960344746e-05,2.493741880083027e-05,6.67366701562192e-05,0.072616519431063,8.080388330417026e-05,0.0001665097925874648,4.4862084476038224e-05,0.0080688871515581,1.2468573006783273e-05,0.0615430123471678,0.0001482988954620869,0.0214067699158257,3.704613985841586e-05,0.00018609983104525996,4.575301213833508e-05,5.139983524194883e-05,4.248705079984429e-05,3.037391648262951e-05,0.00022645779656788105
21,dh0256,dh0256,231_final-LIEDTKE_Clemens_DH_s_Next_Top_Model__Digitale_Editionsentwic.xml,Vortrag,2020,1.7451068313093727e-05,1.547873133655074e-05,9.483685985328194e-06,1.1871805787645091e-05,0.2414230217772922,0.1536473995829111,0.2042885142830853,1.2548944920381989e-05,1.5885236140261365e-05,2.588400072157261e-05,1.535116889527532e-05,0.0216899743102,4.824071202854071e-05,1.632084322637507e-05,8.059722258273068e-05,2.0721844672023007e-05,1.1398010041838876e-05,0.012733124040146,2.6334712566298368e-05,1.529422807014477e-05,3.110868847113059e-05,0.090875616874336,0.0045815859426668,0.0011857830000531,4.148197723999034e-05,0.1014187426789105,3.051186038983171e-05,1.9001053243793112e-05,1.4226661873272194e-05,4.316319933444695e-05,1.5626694567357902e-05,0.0068514120078765,1.0588813804802736e-05,2.833742256488923e-05,0.0228899324198549,3.4310578887353826e-05,0.0046102255529398,1.9049135085155013e-05,2.1532120943564408e-05,5.2943489875552684e-06,0.0794715094126845,0.0011978507349727,1.0599830877052491e-05,1.5730364087817553e-05,0.0466091307880028,1.942743675322081e-05,2.1825165199391573e-05,1.804065904446245e-05,1.2897234823135927e-05,0.0057705611326008
22,dh0482,dh0482,DHd2022_204.xml,Vortrag,2022,1.9940360739358343e-05,1.7686681474213675e-05,1.0836478105145656e-05,1.356524917478122e-05,0.2317705949820382,0.0069848746757987,1.1406929013112189e-05,1.433897822880016e-05,1.8151171801272332e-05,2.957620143969678e-05,1.7540922999707187e-05,0.00014539054675273227,5.512196634121552e-05,1.864891568043707e-05,0.0493691564238018,2.367769414065385e-05,0.0415094975371769,0.0340009014503835,3.009120468259796e-05,1.747585990021499e-05,3.554616021858274e-05,0.0026908354554806,4.806306689434694e-05,0.2438499459793304,0.0921177000884384,0.1068081772000225,3.48641981159217e-05,0.0168796538695154,1.6256011653857968e-05,4.93201762752782e-05,1.7855750791089937e-05,4.813688817195895e-05,1.209924591901574e-05,3.2379589503042345e-05,0.1026641702004533,0.0117100880006069,0.0026743175536532,0.0285505920290542,2.460355156457758e-05,6.049556783449037e-06,0.0181888246733819,7.195230669400544e-05,1.2111834511932247e-05,0.0077985630208966,0.0013870575320675,2.219864653269558e-05,2.493839686281104e-05,2.061405312661771e-05,1.4736949641104972e-05,0.00010987378416494356
