idno,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
dh0342,0.2886690458540539,4.143730111961391e-05,2.53882791395149e-05,3.178138960875893e-05,0.0812087915888212,0.2533386594615288,2.6724761965975555e-05,3.3594123322718815e-05,4.252553384306399e-05,6.929270291987098e-05,4.109581038786376e-05,0.000340628730976,0.0001291426840538,4.369167476279866e-05,0.0002157626041146,5.5473365275156106e-05,3.051301582790492e-05,0.1404217216834253,7.049927999792753e-05,4.094337708660461e-05,0.012235798536184,0.0002279733405165,0.0001126047177666,0.0001362678022716,0.0001110492290716,0.0497193317594667,8.168170370058365e-05,5.086672465162926e-05,3.808545152390228e-05,0.0001155499407037,4.183340573673517e-05,0.0912566708847935,2.8346758955176167e-05,7.586063006354369e-05,0.0612774394532843,0.0183206296969906,0.0001892743187196,5.099544203134072e-05,5.764251345170305e-05,1.4173224436786292e-05,7.99321675213849e-05,0.0001685737034998,2.837625218238864e-05,4.211093398131867e-05,0.0002115426257373,5.200817361720906e-05,5.842700688375904e-05,4.829570363150064e-05,3.4526511983232395e-05,0.0002574181644098
dh0343,0.0048157432953138,2.178245624591942e-05,1.3345924193260414e-05,1.6706607570530883e-05,0.1752453670817347,0.0740819217003552,1.4048476673856748e-05,1.7659512121332915e-05,2.235451043486149e-05,3.6425279367413735e-05,2.160294390506348e-05,0.0001790592106172,6.788677806897357e-05,2.2967518832473405e-05,0.0001134205017374,2.916083140723747e-05,1.6039858153015215e-05,0.0227098835917041,3.7059543947875415e-05,2.1522813886327123e-05,4.377772510917815e-05,0.0001198393520056,0.6340927101393944,7.163225790554416e-05,5.8375543484668256e-05,0.0484949578876645,4.293783834555622e-05,2.673924638332404e-05,2.0020480557620262e-05,6.074144453404552e-05,2.199067761309641e-05,5.92841377252783e-05,1.490111614345656e-05,3.987785909070365e-05,0.0338089362667897,4.828358779127786e-05,0.0032936198452534,2.68069095905286e-05,3.0301093296161138e-05,7.450476571017807e-06,4.2018155010870815e-05,8.861458689354433e-05,1.491661992661686e-05,2.2136566623271e-05,0.0017082639299455,2.7339274895748627e-05,3.071348004426627e-05,2.538773092828437e-05,1.8149643347379752e-05,0.0001353176908644
dh0344,3.020133671011521e-05,2.6787951806355973e-05,1.6412748409276096e-05,2.0545699410318863e-05,0.0308943668423377,0.2285896423071501,1.727674380902244e-05,2.1717576488585648e-05,2.7491461083317104e-05,4.479561979655641e-05,2.656718845987176e-05,0.0002202060892649,0.0688255262680629,2.8245335633860306e-05,0.0315644162699158,3.586183934223148e-05,1.97257344320042e-05,0.0004316813658415,4.557563509061072e-05,2.6468644978093664e-05,5.383761946664085e-05,0.0001473778140439,7.279551687005603e-05,8.809297954695303e-05,7.178994085343683e-05,0.0694591392426084,0.0275496205151607,0.0334218743815878,2.462108323610597e-05,7.469951370297245e-05,2.704402136462884e-05,0.0275697231094252,1.8325315410038075e-05,4.904158444769248e-05,0.0219374719073656,5.937890604201302e-05,0.0708284578068335,3.296699849095054e-05,3.726412750396411e-05,9.162557475867663e-06,5.167370927849612e-05,0.0001089777597275,1.834438188222218e-05,2.7223434913289867e-05,0.0001367558578895,3.3621698584393026e-05,3.777127858964066e-05,0.3869507009473864,2.232033733033381e-05,0.000166412994958
dh0345,4.077160819304894e-05,3.616356076640877e-05,2.2157103638726315e-05,2.7736560618163512e-05,0.150417296052901,0.1203404523194149,2.332349181078548e-05,2.931858705441412e-05,3.711329371617016e-05,6.047379546939985e-05,3.586553168403289e-05,0.2177174801634603,0.0001127066477818,3.813101945779813e-05,0.0001883024191777,4.841324994247092e-05,2.6629613228756384e-05,0.0005827670371436,6.152681104480374e-05,3.573249862435081e-05,7.268043623397528e-05,0.0001989590907258,9.827347446652428e-05,0.0001189249496179,9.691595338222756e-05,0.1017237840466528,7.12860436241504e-05,4.4392898143085374e-05,3.323830228530069e-05,0.0001008438578113,3.650925300514242e-05,0.0027498903099899,2.4739056654465022e-05,6.62058201416613e-05,0.0004493195970838,0.0557609449281654,0.0001651853074788,4.450523361516285e-05,5.030632984329413e-05,1.2369393018529836e-05,6.975917154947426e-05,0.0001471192670714,2.4764796267945564e-05,3.675146012930862e-05,0.0001846195189801,4.538907448452573e-05,0.2705005122514887,4.2149091901343305e-05,3.0132310271692693e-05,0.0771171674107868
dh0346,4.188209773040305e-05,3.714854167946024e-05,2.2760592999567147e-05,2.8492016724354324e-05,0.2988694089257125,0.1644733967628251,2.395874989302264e-05,3.0117132552540504e-05,3.812414234822345e-05,6.21209102173609e-05,3.684239522834485e-05,0.022094841124182,0.0001157764200743,3.916958771726035e-05,0.000193431180971,4.973187361009433e-05,2.735491959229987e-05,0.120440710778706,6.320260660352946e-05,3.6705738769257e-05,7.466002123405682e-05,0.0002043781065166,0.0001009501328087,0.0001221640887673,9.955563714755938e-05,0.0745339001461539,7.322764978373974e-05,4.560202015483685e-05,3.4143608417756167e-05,0.0001035905252588,3.7503649480426326e-05,0.0001011051846657,0.1389332679072538,6.800905709594451e-05,0.0004615576405068,0.1771217675590794,0.0001696844323309,4.571741528955568e-05,5.1676515014532646e-05,1.2706296126826656e-05,7.16591905473363e-05,0.000151126330174,2.5439310920888487e-05,3.77524535599048e-05,0.0001896479702309,4.662532918624351e-05,5.2379813399576366e-05,4.329709973424007e-05,3.095301901427124e-05,0.0002307753920079
dh0347,5.240702478049342e-06,4.648393107925472e-06,2.8480306049263446e-06,3.565203051984524e-06,0.0002487475729385,0.0001316855545887,2.99795585081645e-06,3.7685536244108433e-06,4.7704699168591e-06,7.773182953022801e-06,0.0054576376211058,3.82113748397769e-05,1.4487091250519489e-05,4.901286385782041e-06,0.8370639308102208,6.222944107149188e-06,3.422918207607813e-06,7.49077309195953e-05,7.908535507901531e-06,4.59298522640704e-06,9.342200593942711e-06,2.5573810943645583e-05,1.2631879486447075e-05,1.5286379561333846e-05,0.1547421137224094,0.0001244351083762,9.16296810521962e-06,5.706175979242426e-06,4.272386125363238e-06,1.2962271515655544e-05,0.0006863212697185,1.2651281108993972e-05,3.1799097769158304e-06,0.0003493241871562,5.7754658946102615e-05,1.0303755195511331e-05,2.1232595146674828e-05,5.72061536029656e-06,6.466276881280012e-06,1.589937496142899e-06,8.966706966156095e-06,1.8910421778296e-05,3.183218296302968e-06,4.72396053792246e-06,0.0007053590725504,5.834222530569058e-06,6.554280534130264e-06,5.417761529763707e-06,3.873148009332975e-06,2.8876900497057275e-05
dh0348,2.0636125986993045e-05,1.8303810646378208e-05,1.121458785806667e-05,1.4038572053674225e-05,0.5337582172399012,0.0166226765388263,1.1804943115931016e-05,1.4839298301671158e-05,1.8784508113902084e-05,3.060818342777423e-05,1.815296632199992e-05,0.0001504635587753,0.0094511287498833,1.92996194267794e-05,9.5307313545442e-05,2.4503863583750943e-05,1.347830213053018e-05,0.0231091641488198,3.114115632345719e-05,1.8085633020673274e-05,3.678644785882233e-05,0.0001007010771573,4.9740098322059446e-05,6.0192627960459215e-05,4.905300312598812e-05,0.0031740075016551,3.6080690523094176e-05,0.3274733778609803,1.682322145120003e-05,0.0054190887573285,1.8478779182263665e-05,0.0268900549262716,1.2521416557905998e-05,3.35093881763646e-05,0.0404877760932393,0.0107766680992408,8.360682757947503e-05,0.0013645377832566,2.5462026311889107e-05,6.260639793858609e-06,3.530788008231274e-05,7.446288888151975e-05,1.2534444395908507e-05,1.860136980232395e-05,9.344325186518675e-05,2.2973208588209983e-05,2.580855513605723e-05,2.133332505784645e-05,1.5251155855849382e-05,0.0001137075342985
dh0349,3.871839795923441e-05,3.43424063811024e-05,2.104129796024248e-05,0.0025442809710029,0.3115445177355661,0.0009728950898101,2.214894819584025e-05,2.784213749431636e-05,3.524431189657157e-05,5.742840625768493e-05,3.405938569277885e-05,0.0002823062793228,0.0001070308735629,3.621078616688076e-05,0.0001788197308256,4.5975215618108674e-05,2.5288577227799053e-05,0.0307687138660438,5.84283932072483e-05,3.3933052021511416e-05,0.0025869615259048,0.0001889397449287,9.332453787977516e-05,0.0001129360290324,9.203537996059328e-05,0.1242984470281337,6.769616231252217e-05,4.215732400667913e-05,3.1564460476469724e-05,9.576547974263284e-05,3.467068996529004e-05,9.346787739312706e-05,2.3493226858952444e-05,6.287177290934932e-05,0.4209228712800198,7.612431650247571e-05,0.000156866769682,4.226400239650963e-05,0.1007654206004127,1.1746484934760666e-05,6.624618171964892e-05,0.0001397105138205,2.3517670255772547e-05,3.490069982356262e-05,0.0001753222971502,4.310333407924816e-05,4.8423134707577606e-05,4.0026513208149113e-05,2.8614882567458505e-05,0.0027312842170003
dh0350,2.9393119517425028e-05,2.607108011903089e-05,1.597352727244368e-05,1.9995876478352323e-05,0.322526821598056,0.002650072663758,1.6814401313583194e-05,2.1136392984354848e-05,2.6755762802377497e-05,4.359684537063294e-05,0.0019373543821958,0.0174177965780195,8.125261954287811e-05,2.748946293551895e-05,0.000135751218988,3.490214158460948e-05,1.9197854561672262e-05,0.0176236125701744,4.435598669552268e-05,2.576031825256356e-05,5.2396872320774375e-05,0.0001434338401638,7.084743792077422e-05,0.5372167178058691,6.986877209799806e-05,0.0198128910694303,5.139162503102473e-05,3.200378446359749e-05,2.396219906269744e-05,7.27004819435564e-05,2.632029700645985e-05,7.095625428895033e-05,1.7834912117030765e-05,4.77291838712598e-05,0.0748723521997742,5.778986866903422e-05,0.0001190856014866,3.208476949468053e-05,3.62669031490164e-05,8.917358511593743e-06,5.029087047735898e-05,0.0020175595662915,1.7853468351844547e-05,2.649490927377293e-05,0.000133096137904,3.272194917580965e-05,3.676048237757056e-05,0.0019418843344014,2.172302335876452e-05,0.0001619596210923
dh0351,8.796160319020607e-06,7.80200959211139e-06,4.780224387730163e-06,5.983949240863997e-06,0.2578325074397712,0.0997548258330066,5.031863648734122e-06,6.32525925483989e-06,8.006907158251098e-06,1.3046755416902878e-05,7.737712113927644e-06,0.0132209019285724,0.0011683822649267,8.22647364534591e-06,0.0234939916147298,0.3518109470658171,5.745133870721044e-06,0.0035579275202408,1.327393541372374e-05,7.709011256332018e-06,1.568024410867843e-05,0.0097674906205235,2.1201744910864223e-05,2.565714155346226e-05,2.090887019673999e-05,0.1289163566445082,1.5379414647019658e-05,9.577425723400932e-06,7.170907614172041e-06,2.1756285312502505e-05,7.876590029030746e-06,2.123430920603008e-05,5.337260856713215e-06,1.428339557421679e-05,0.0035291372632715,1.729414767720112e-05,0.0114763041981405,9.6016612359475e-06,1.0853203049238248e-05,2.6686012365465696e-06,1.5050003761584516e-05,3.173984830447844e-05,5.34281397999578e-06,7.92884434984358e-06,0.0949973641875051,9.792343093445183e-06,1.10009111556176e-05,9.093341815458658e-06,6.5008137691627234e-06,4.846790050616763e-05
dh0352,5.843440791565442e-05,5.183009341944869e-05,3.1755853880581066e-05,3.975240539114578e-05,0.2155800574141561,0.2636763107506599,3.3427536829936004e-05,4.201978659601515e-05,5.319126323974427e-05,8.667184320851061e-05,5.140295419825776e-05,0.0004260610240245,0.0001615326577285,5.464988122829568e-05,0.0002698775167669,0.0380705462724443,3.816591375737176e-05,0.0008352294225679,8.818103905340689e-05,5.1212289458252354e-05,0.0001041665621398,0.0572868904431362,0.0001408468429078,0.0001704448101341,0.0001389012257416,0.0697895526905315,0.0001021681002157,6.362448855018198e-05,4.76375742886252e-05,0.0001445307503014,5.232554410650012e-05,0.0001410631731289,3.545634307949504e-05,9.48870567535732e-05,0.0006439707871266,0.015315351906516,0.0040368617428961,6.37854892339836e-05,7.209969704613413e-05,1.772797761352589e-05,9.997976697115072e-05,0.0002108532786736,3.549323343384632e-05,5.267267855914646e-05,0.000264599135511,6.505222165347356e-05,7.308094743580198e-05,6.0408635778497565e-05,4.3186025469491855e-05,0.3309320705445406
dh0353,3.703965198161812e-05,3.285339393191377e-05,2.0128992798449016e-05,2.5197744165484794e-05,0.182415723419977,0.0635586988680035,2.1188617715964847e-05,2.6634962642298085e-05,3.3716194775286795e-05,5.493843479482874e-05,3.258264440838907e-05,0.0002700660897527,0.0001023902464207,3.464076481196886e-05,0.0001710664941303,4.398182972517469e-05,2.4192119224926503e-05,0.3353482748931942,5.589506447348912e-05,3.246178829181543e-05,6.602776253593045e-05,0.0025895164341858,8.927818780239016e-05,0.0001080393671234,8.80449249818024e-05,0.0032882372768006,6.476100315893684e-05,4.0329473634930985e-05,3.0195893752291405e-05,9.161329570646208e-05,3.3167443850053224e-05,0.0145420275596547,2.247461136426648e-05,6.01457888438851e-05,0.0004081919316428,7.282373081548859e-05,0.0001500653658919,0.3950784996176396,4.570162994418696e-05,1.1237182758670584e-05,6.337389058788801e-05,0.0001336529681712,2.2497994948277847e-05,3.338748097844184e-05,0.0001677207016132,4.1234466757217565e-05,4.632361233840556e-05,3.829105018313106e-05,2.7374203160715985e-05,0.0002040929339528
dh0354,2.0663857129606056e-05,1.8328407587864035e-05,1.1229658193236856e-05,0.0013578727750495,0.279150575546859,0.0005192302935441,1.182080677955144e-05,1.4859239578330354e-05,1.880975102401759e-05,3.064931517412506e-05,1.817736055656904e-05,0.0014944810917608,5.712195742425089e-05,1.9325554551377792e-05,9.543538897518386e-05,2.453679225146886e-05,1.3496414479659982e-05,0.2636831640548414,3.118300428695984e-05,1.8109936771719327e-05,0.0296007733124958,0.0014446517385567,0.0013936222775765,6.027351573713181e-05,4.91189213039514e-05,0.0166164261590926,3.6129176308415634e-05,2.2499198472977168e-05,1.6845828754216473e-05,5.110966092743464e-05,1.850361124915164e-05,0.0739597270156756,1.2538243029526836e-05,3.355441860615453e-05,0.0002277240553208,0.3118057856065541,0.0014275345174641,2.2556132311215897e-05,2.549624257337716e-05,6.269052937637708e-06,3.53553273531107e-05,7.456295325369172e-05,1.2551288374537874e-05,0.0121129644063355,9.35688223402522e-05,2.300408033826809e-05,2.5843237068294167e-05,0.0027089926686021,1.527165059300685e-05,0.0014576756739745
dh0355,2.668924777601768e-05,2.3672802632355e-05,0.0086928017637314,0.0052251350410094,0.4473312917975073,0.0006706330705974,0.1892021562084945,1.9192057145084795e-05,2.429450138647849e-05,3.958637352730656e-05,2.347771167625812e-05,0.0001945985018673,7.377819472835414e-05,2.496070847739651e-05,0.0001232634704636,3.1691495151205965e-05,1.7431844784650097e-05,0.0003814814901677,4.027568147588906e-05,2.3390627735996428e-05,4.7576886394398574e-05,0.0001302393676631,6.43301852953246e-05,0.125045334741852,6.344154689753533e-05,0.123865535326011,4.666411175758626e-05,2.905975777129921e-05,2.1757917449471745e-05,0.0139512889927039,2.389909406952675e-05,6.442899165069008e-05,1.619427935414437e-05,4.33385783952596e-05,0.0801344645876823,5.247378125132374e-05,0.000108130922366,2.913329299301811e-05,3.2930712360731775e-05,8.097051103487479e-06,4.566461556576665e-05,9.630482449707783e-05,1.6211128601752864e-05,2.405764376222909e-05,0.0035921716863745,2.9711858543959965e-05,3.337888725826751e-05,2.7590953782413663e-05,1.972472341775708e-05,0.0001470609628379
dh0356,3.795387299781485e-05,3.366428878591649e-05,2.062582112341134e-05,2.581968055107144e-05,0.0018014634166637,0.0009536845175704,2.171159994132989e-05,0.0740739667300664,3.4548385473650994e-05,5.629443759181269e-05,0.0074380542922907,0.0076813993574159,0.002573139944075,3.549577595580863e-05,0.6172309084398675,4.506739913294061e-05,2.478923454968012e-05,0.0005424918735197,5.7274679019238495e-05,3.326301744738187e-05,6.765747461294326e-05,0.0001852089823245,9.148177210219431e-05,0.0001107060190684,0.1901433489199867,0.0009011758098392,6.635944879625723e-05,4.132489476867985e-05,3.094119558949248e-05,9.387451566445356e-05,3.398609015472941e-05,9.162228126507484e-05,2.302933477393197e-05,6.163032072404691e-05,0.0004182670166554,7.462118250921437e-05,0.0939462234988849,4.142946671051229e-05,4.682964784754514e-05,1.1514541429478791e-05,6.493809920092661e-05,0.0001369518207749,2.30532955168202e-05,3.421155828898213e-05,0.0001718604216716,4.225222513464028e-05,4.746698215103063e-05,3.923615849103404e-05,2.804985939645992e-05,0.0002091304016258
dh0357,1.893370565367533e-05,1.6793799540551845e-05,1.0289416999380095e-05,1.2880430717941696e-05,0.2397708494900575,0.0534216492645236,1.0831069666675711e-05,0.0135579133821473,1.723484086605552e-05,2.808309737886152e-05,1.6655399433908467e-05,0.0001380507530944,5.233922793063559e-05,1.7707456994831075e-05,8.74447375660205e-05,0.2807588467725853,1.236638143281411e-05,0.0310531241159316,2.857210156184667e-05,1.6593620933970425e-05,3.375167297593665e-05,9.239353137825038e-05,4.563668497703193e-05,5.522691134192806e-05,0.0074328053364619,0.1543620419187944,3.3104138566327913e-05,2.061537682239543e-05,1.5435354644780957e-05,4.6830331335999074e-05,1.695433368146559e-05,4.570677951341237e-05,1.1488436134954704e-05,3.074496117953215e-05,0.0802431469396549,3.722559500686516e-05,7.67095076384551e-05,2.066754368205696e-05,2.3361483247354983e-05,5.744155232203926e-06,3.2395082737677445e-05,0.0554768128922232,1.1500389214239004e-05,1.706681093216594e-05,8.573445554911026e-05,2.1077985742276164e-05,2.367942445208735e-05,1.9573387830353e-05,1.399297988561347e-05,0.0826014165341459
dh0358,1.4409416135077998e-05,1.2780849691825612e-05,7.830717031487861e-06,9.802596998640653e-06,0.3183525335227046,0.0209777332313833,8.242939489494774e-06,1.0361713459014073e-05,1.311650231620848e-05,2.137252178183e-05,1.2675520879482082e-05,0.3486971517943892,0.0525160609766887,1.3476184810287744e-05,0.0216192861220801,1.711010911243716e-05,0.00282063790501,0.0002059603022831,2.174467633484319e-05,1.2628504614938254e-05,2.5686567123268385e-05,0.0703509787797931,3.473160494242e-05,4.203020591621088e-05,3.425183269200608e-05,0.0200207224770325,2.519376381574348e-05,1.5689244823433412e-05,1.1747010983345656e-05,3.564002442559388e-05,1.2903023516782292e-05,3.478495009111808e-05,8.743225443440606e-06,2.3398321902543184e-05,0.0001587975882965,2.8330380705251867e-05,5.837944443088351e-05,1.5728946190037117e-05,1.7779157434954996e-05,4.371564901202793e-06,2.465413989399713e-05,5.19945823741424e-05,8.75232228357605e-06,1.2988623849898076e-05,0.0178696824885169,1.604131137375852e-05,1.8021125236149128e-05,1.4896243534137715e-05,0.0225004614820724,0.1031577034592093
dh0359,2.911485456314656e-05,2.582426494471733e-05,1.582230573117456e-05,1.980657531721806e-05,0.2683516033662748,0.0897214757346749,1.665521920941863e-05,2.093629454213552e-05,2.650246573030335e-05,0.0057233900702418,0.1704317901426548,0.0002122842549787,0.0493089350243931,2.722921991700037e-05,0.0417893097428708,0.0057147776793029,1.901610828194576e-05,0.0004161517850925,4.393606812912182e-05,2.551644506392501e-05,5.190083061033151e-05,0.077771557357977,7.017672452262388e-05,8.492386652160196e-05,6.920732373890788e-05,0.087787793712649,5.0905100006653744e-05,3.170080431835562e-05,2.37353486862806e-05,7.201222575924585e-05,2.607112249339884e-05,0.053085540106024,1.7666068826958608e-05,4.727733121370804e-05,0.0457625051149904,5.724277140862215e-05,0.0001179582169151,3.17810226633454e-05,3.592356401685658e-05,8.83293779003534e-06,4.981476630727554e-05,0.0266126851219507,1.7684449389713188e-05,2.6244081704643764e-05,0.0152790519998162,3.2412170158107515e-05,3.641247052595388e-05,3.009851058280122e-05,2.1517371280966743e-05,0.0607492898852361
dh0360,4.30547734619126e-05,3.818868044158464e-05,2.3397877101647432e-05,2.928977754258001e-05,0.1924398402554781,0.0010818572023068,2.4629581729997694e-05,3.0960395721313995e-05,3.919159739319661e-05,6.386026158175784e-05,3.787396205799772e-05,0.0003139239623477,0.0001190180962429,4.026631465832572e-05,0.0001988471477906,5.112433875452101e-05,2.812084231541121e-05,0.0118151816395642,6.497224487258641e-05,3.773347929311788e-05,0.3052707633236315,0.0086099357976462,0.0001037766810776,0.0001255846161507,0.0057022332845756,0.1858186662236666,7.527798375530048e-05,4.687885167095663e-05,3.509961069909851e-05,0.000106491003066,3.855373106592464e-05,0.011303716362845,2.6124416649844223e-05,6.991327333870849e-05,0.084472833164994,8.46500726969085e-05,0.1289719088214831,4.699747780606349e-05,5.3123429050133617e-05,1.306206543908073e-05,7.366560852179892e-05,0.0001553577844084,2.6151597653403232e-05,3.880950152296574e-05,0.0113947382977714,4.793081279316087e-05,0.0364531323571702,4.4509394744626686e-05,3.1819686544838607e-05,0.0142369623369036
dh0361,1.3666629629003258e-05,1.2122013650291152e-05,7.427053837271466e-06,9.297285977928735e-06,0.3606007304985772,0.0305616045213236,0.0337810968019736,9.827580717963425e-06,1.2440363822042837e-05,2.0270796310685788e-05,1.202211440010172e-05,0.0223189094337239,3.777923119118143e-05,0.0400074537389511,6.311890884858068e-05,1.6228105424914676e-05,8.92623757782176e-06,0.0250809171531469,2.0623766784513457e-05,1.1977521762340672e-05,2.436245827196665e-05,0.1173843962407741,0.0142532691416023,0.007150027556592,3.2486195632637884e-05,0.049206877286246,2.389505832871043e-05,1.488048482676848e-05,0.2684198306814467,3.3802827902754896e-05,1.223788957478312e-05,3.2991831528925485e-05,8.292523637199664e-06,2.2192169091695232e-05,0.015259710180292,2.68699867307456e-05,5.537006062595353e-05,1.4918139639985878e-05,1.6862665183758626e-05,4.14621646316729e-06,2.3383251312498003e-05,4.931432983549258e-05,8.301151547155207e-06,1.231907732297819e-05,6.188440191613982e-05,0.0151243128022421,1.7092159862104008e-05,1.41283617140392e-05,1.0100340472212293e-05,7.530477175146865e-05
dh0362,1.557717529056518e-05,1.3816627554205609e-05,8.465329247682272e-06,1.0597013114144963e-05,0.2073949156565116,0.2779581858128436,8.910958787900044e-06,1.1201441151300128e-05,1.4179481934822872e-05,2.3104580718335e-05,0.3262053094714864,0.0001135773851818,4.306063181509815e-05,1.4568313599249643e-05,0.0375535869543997,1.849673618879684e-05,1.0174093482410446e-05,0.113680601771638,2.350689519472493e-05,1.3651936220075008e-05,2.7768242303584107e-05,7.601418656859511e-05,3.754630258707618e-05,4.543639235052341e-05,3.702764892517984e-05,0.0327864212483877,2.723550152955661e-05,1.6960723078589314e-05,1.2699005116682976e-05,3.852834165056858e-05,1.3948702516121386e-05,3.760397090093301e-05,9.451788612437529e-06,2.529455450271184e-05,0.0011846841781914,3.0626314221007484e-05,6.311059592844212e-05,1.700364189924544e-05,1.922000511933651e-05,4.725842610259902e-06,2.6652145733511405e-05,5.6208295756694296e-05,9.461622673169184e-06,1.4041240019471664e-05,7.053561869809767e-05,1.7341321592571304e-05,1.948158232819357e-05,1.6103455860181202e-05,1.1512331738042104e-05,0.0021118669322395
dh0363,1.4315513118018863e-05,1.269755968649916e-05,7.779685959298684e-06,9.7387156154841e-06,0.148703517173788,0.0422533081268208,8.189222053601232e-06,1.0294188436030316e-05,1.3031024936055878e-05,2.1233241726436896e-05,1.2592917279015452e-05,0.0019663158487113,3.9572966736310775e-05,1.3388363457897767e-05,0.0168235540008479,1.6998606269240237e-05,9.350050056868334e-06,0.1370570304263217,0.0009525717623379,1.2546207409196444e-05,2.5519173376835103e-05,6.985747188948623e-05,3.450526666050588e-05,4.175630424620907e-05,0.0009649974122894,0.0254760645502439,2.502958156080712e-05,1.558700144240472e-05,1.1670458279029092e-05,3.5407766172362e-05,1.2818937331328794e-05,0.0028274646380957,8.68624775327809e-06,2.3245840150321395e-05,0.0960475482438695,0.0363359286188307,0.2048711330861925,1.5626444083875463e-05,0.0344635085729607,0.0027972494502929,2.449347425027209e-05,5.165574503959032e-05,8.695285311293675e-06,1.2903979825773982e-05,6.482263670562812e-05,1.5936773651934113e-05,1.7903685499895323e-05,0.2448595912820777,1.057989866203445e-05,0.0028717865716858
dh0364,4.131939299971464e-05,3.6649434393197615e-05,2.245479424429533e-05,2.81092137257832e-05,0.3297861284717188,0.070902579170584,2.363685336355637e-05,2.971249539536721e-05,3.7611927430267935e-05,6.128628798141201e-05,3.634740115669328e-05,0.00030127083548,0.0028013104380315,3.8643326772799184e-05,0.0001908323464691,4.906370362666765e-05,2.698739400269661e-05,0.1000129092346266,6.235345129243274e-05,3.621258073830479e-05,7.365693042871725e-05,0.0002016321951697,9.959382258613044e-05,0.0001205227595504,9.821806259839912e-05,0.000981086632469,7.224380353000751e-05,4.4989336601227576e-05,3.36848737549626e-05,0.0001021987401818,0.4917743830265655,9.9746791252107e-05,2.507143695455993e-05,6.709532497097109e-05,0.0004553564069996,8.123813784114149e-05,0.0001674046460267,4.510318135065713e-05,5.098221790335765e-05,1.2535581350644303e-05,7.069641724553446e-05,0.0001490958802795,2.509752239126941e-05,3.724523244719937e-05,0.0001870999648588,4.599889701773353e-05,5.16760671597809e-05,4.271538381823287e-05,3.05371513483168e-05,0.0002276748213143
dh0365,3.020133671011521e-05,2.6787951806355973e-05,1.6412748409276096e-05,2.0545699410318863e-05,0.1880190284656715,0.1460991949548999,1.727674380902244e-05,2.1717576488585648e-05,0.0216321324342917,4.479561979655641e-05,2.656718845987176e-05,0.0021842643595566,8.348680785442285e-05,2.8245335633860306e-05,0.000139483945249,3.586183934223148e-05,1.97257344320042e-05,0.0279284971499249,4.557563509061072e-05,2.6468644978093664e-05,5.383761946664085e-05,0.0001473778140439,0.005964970327745,8.809297954695303e-05,7.178994085343683e-05,0.0007170997823998,5.280473107734751e-05,3.2883786629386544e-05,2.462108323610597e-05,7.469951370297245e-05,0.447832329647866,7.290732534186219e-05,1.8325315410038075e-05,4.904158444769248e-05,0.0003328309341571,5.937890604201302e-05,0.139570497267042,3.296699849095054e-05,3.726412750396411e-05,9.162557475867663e-06,5.167370927849612e-05,0.0001089777597275,1.834438188222218e-05,2.7223434913289867e-05,0.0001367558578895,3.3621698584393026e-05,3.777127858964066e-05,3.122169992683985e-05,2.232033733033381e-05,0.017842937427583
dh0366,3.842811873011013e-05,3.408493479715218e-05,2.08835473281501e-05,2.614230568372333e-05,0.2967134904224552,0.0859337670668807,2.1982893298244245e-05,2.7633399668502088e-05,3.49800785546052e-05,5.699785452060458e-05,3.380403596901817e-05,0.000280189775194,0.0001062284426488,3.593930698260321e-05,0.0001774790851286,4.563053064011712e-05,2.5098983931323715e-05,0.0005492704822756,0.2449662333983265,3.367864944542836e-05,6.850287630870464e-05,0.000187523227552,0.00758981597988,0.0001120893260391,9.134537312778862e-05,0.1933403415453032,6.718863124598783e-05,4.184126249175061e-05,3.13278156838706e-05,9.504750763888834e-05,3.441075717656961e-05,9.276713085330055e-05,2.331709364730876e-05,6.240041121217843e-05,0.0004234933962562,7.55535979532419e-05,0.0001556907095303,4.1947141093304815e-05,4.741479921372767e-05,1.165841929228826e-05,6.57495214347308e-05,0.0001386630773978,2.3341353787311424e-05,3.463904260697664e-05,0.1676112760827352,4.278018014600991e-05,4.8060097212340944e-05,3.972642678900472e-05,2.840035132414856e-05,0.000211743552607
dh0367,4.2460340358177145e-05,3.766143075433372e-05,2.3074835738564738e-05,2.8885390015427915e-05,0.1456023265181735,0.1695054764846796,2.42895349120898e-05,3.053294290617425e-05,3.865050099422479e-05,6.297857877529777e-05,3.735105751091398e-05,0.0610579214183859,0.0001173748801565,3.97103802409838e-05,0.0001961017767731,5.0418493689765146e-05,2.773259362117542e-05,0.0006069048498033,6.40752095366454e-05,3.721251431275891e-05,7.569081026343995e-05,0.0002071998403784,0.00010234389466,0.0001238507398077,0.0001009301459795,0.3516917280200525,7.423866286405957e-05,4.6231621664672375e-05,3.461501006483368e-05,0.2624273618627693,3.802144132949453e-05,0.0001025010872311,2.576373148479086e-05,6.894801999462116e-05,0.0059905057104708,8.34813566313329e-05,0.0001720271700962,4.6348609995280325e-05,5.238998366714312e-05,1.2881724829298704e-05,7.264854879087475e-05,0.0001532128466338,2.57905372154821e-05,3.827368050732086e-05,0.0001922663333646,4.726905894980582e-05,5.310299209844324e-05,4.389487850087406e-05,3.1380369983355125e-05,0.0002339615783818
