year,type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2017,Panel,1.9285442944792044e-05,1.710578313562818e-05,1.0480566673338914e-05,0.029942951365873573,0.18818910017079826,0.10342635434464258,1.1032281789338735e-05,1.3868031282519281e-05,1.7555017821900254e-05,0.04750437778987812,1.6964811927506235e-05,0.04028757816588248,0.028291864505095538,1.8036413886305648e-05,0.038766478042473414,0.008387306571599662,1.2596115515811735e-05,0.014322327059695522,0.016218278521869765,1.6901885749315717e-05,0.0016405205148777053,0.011398006088803475,0.009181831171848216,0.003115814368163415,0.01056269479671557,0.23333375225408476,0.0045153756408024695,2.099835503762146e-05,1.572210198993825e-05,0.04947890288076061,1.7269299568803656e-05,0.0023609190908963403,1.170186035730137e-05,0.01487519252111256,0.030985773246604162,0.00015572568923716696,0.024045987440553373,0.023020035815255052,0.005076636343404648,5.850866176066999e-06,0.007178407155306719,0.0022829210240125986,0.026396484058799123,1.7383866344090328e-05,0.01779733108682039,2.14695579861251e-05,2.4119324425411554e-05,1.9937008694612544e-05,0.0002456982828715154,0.006707095399954229
2017,Poster,0.03208911515059075,0.010098436763017506,0.004660176508775756,0.0015797259723556005,0.20295201684851671,0.19175926242002905,0.0001634842092982593,3.0106041431900038e-05,0.0048583988665854595,6.209803318853384e-05,0.00827937015732181,0.02438356612763407,0.012606792544002089,3.915516288374997e-05,0.0027076442193424777,0.005062032154459111,0.0010783726777020407,0.08099578806923147,0.034457402101874514,0.0011811542076978995,0.008787630009754136,0.017330727537327235,0.004912589833303795,0.001589217176049161,0.0008672690506224824,0.10589294861916544,0.0024498157300243094,0.0019132994669780275,0.0001347205384467299,0.0229015584638936,0.0005064834339019492,0.009227666280508277,0.006528159099944672,0.010287048841315668,0.02127656331092798,0.020801754032795775,0.007980111807154374,0.003002656864489214,0.0151388471190417,1.2701616827992667e-05,0.012784585474446329,0.0034750901030473754,0.00841634039973186,0.00025614588567950776,0.03745156658204171,4.660815865548139e-05,0.00124373363137664,0.009333880231803612,0.0003501658402726861,0.04605601662453274
2017,Vortrag,0.00018410224245812628,0.0012714814300829574,0.013022857959875577,0.0012268323606352282,0.2387785886852583,0.09621996211245792,0.013521368038440158,1.4680050040513093e-05,0.00557753214506658,0.014020361603502939,0.0013303222728738339,0.028463162646560267,0.018172336798402775,0.0055133095425148404,0.03284256465020283,0.008191069451107412,0.012890318364047278,0.0972835234787839,0.035787626592979446,0.01689020185023953,0.0012715796240082863,0.027494819793103635,0.03397426960155406,0.004469625993253235,0.010955688009779049,0.07977911035567173,0.008685290607305485,0.00044399061322385045,0.0052505118473175376,0.002712066694648144,0.011648428702334518,0.001984133589874274,1.2387042696450718e-05,0.00341505607728778,0.031466636494761877,0.036163932408920046,0.0028021446798760763,0.01136308210518466,0.00023844090407519966,0.00035639580917569695,0.008166889440450341,0.0016007421590511141,0.008430620355233296,0.019104992724912524,0.008695999828052524,0.01012006499380226,0.0010787688223298213,0.00017552769764994953,0.006901615101183664,0.0200349856477519
2017,Workshop,2.0723484496234346e-05,0.0013373817313374876,1.1262062353892765e-05,1.4098001266660155e-05,0.09941261063997545,0.22736357630986026,1.185491675114414e-05,1.4902117213449368e-05,1.8864028205352192e-05,0.00038426960725928476,0.0015803640211684699,0.013324881129434437,0.016839329644955887,0.0005088416958613537,0.003808843575670012,0.13077138195067284,1.3535359563789169e-05,0.009863592838046449,0.008443516983307147,1.816219457783604e-05,0.0036624717770458322,0.03627536579811261,0.0005788015761375939,0.0010522689306173112,0.000560429773242218,0.10473310603071662,0.003921090714093753,2.2564121877536942e-05,0.0004219824326130473,0.04114733033886181,1.855700503739651e-05,0.009005767994984407,0.02046951810744695,0.07508424218845933,0.013980454927342588,4.0744482622614306e-05,0.0007434609764937529,0.003693180545252495,2.556981421075498e-05,6.2871428380653055e-06,3.545734824171463e-05,0.14383033801832548,1.258750621464739e-05,1.868011461793524e-05,0.003960890060424387,2.3070460623597846e-05,2.591780998862883e-05,0.0001492159137552487,0.000420403712023112,0.0223182520858005
2018,Panel,0.00014535426398039057,1.8731487277440264e-05,1.1476621663297081e-05,1.4366589498611317e-05,0.19288812432271613,0.05701054481453463,1.2080770832860528e-05,1.5186025069533531e-05,0.022240659860700934,3.132335717078441e-05,1.8577118408708276e-05,0.013055852226078348,0.0034565784633129606,1.9750563570416397e-05,0.00778434543006167,0.0028653808707697773,1.3793228620919891e-05,0.00898270485815775,0.00020938781218739045,1.8508211835016328e-05,0.03870284562034696,0.05330620866067515,0.0007609784136121138,0.012946296449708648,0.0005655008805206914,0.2860610417097045,0.02478558499496944,0.034083575155355955,0.0008467248068319583,0.03562859711826601,0.0370295424810137,5.098047984203328e-05,1.2813984993685215e-05,3.429234985145459e-05,0.054020928101244564,4.152072659808143e-05,0.008344162230038612,0.00020082367998824855,2.6056957817872368e-05,6.406922411563699e-06,0.0037566233037036913,0.014293066341648814,0.0005201669226038993,1.9035999034667516e-05,0.07684935199099373,2.3509987767338763e-05,0.0005761441570709522,0.0005543888745534929,1.5607505857619243e-05,0.007124496296526504
2018,Poster,0.0023693862649162337,0.007481702324176089,0.008439126707642268,0.014279390251603344,0.2150972096928905,0.14096039221915077,0.01029386785277666,0.0024819958161718778,0.00425244417825213,0.01175454637325466,0.002190475863542791,0.024656478641077246,0.013797494384795151,0.0033602517211429052,0.025898884858105254,0.014737927675753318,0.0012963628028935259,0.08288971281069082,0.008986899231376355,0.0009013489485311205,0.012760445795786878,0.02402300961351925,0.004183681315677933,0.0038818046448917953,0.007934136503620551,0.09486927195705251,0.0017555692994124148,0.0017037749844774762,0.00654615117034827,0.009202457069649886,0.0005334999003472582,0.017718464297460504,0.015490838980551236,0.005742560565665522,0.02981385890917522,0.01011156289260143,0.00804918701759471,0.013888993092631955,0.004635830546164244,0.0035610372510836183,0.01588068931582064,0.00580677163922859,0.007005113133910753,0.008810893666280802,0.019642670030558817,0.012171115714816121,0.0016854794858994979,0.0036148305033688764,0.008918261938091252,0.04393214014556821
2018,Vortrag,0.00792961988666181,0.0029011559782608208,0.0065831803091197525,0.0063594600768620505,0.253869755191978,0.060547677497059624,0.011293979332100572,0.00602153760546476,0.0035417341386720256,0.007246543143367108,0.006048205586527749,0.018582882656651038,0.012996724418708113,0.00767976377143494,0.03189872405547169,0.0006554076522202189,0.005658030654621268,0.09959303733304786,0.005748862482742184,0.0059847126820165505,0.003243191634417645,0.014387849263799846,0.022479824072278574,0.042684491155306065,0.057934290450735886,0.062177931993553,0.022301820332916708,0.0051112861168456925,0.005929885853317584,0.012660195907552052,0.0014601884337335249,0.012703201759283415,6.609508456710273e-05,0.010110621210569255,0.046263803119788574,0.013646762974135251,0.004407667254884885,0.014544918757767838,0.01406819830455338,6.124207618810702e-06,0.008741874077666075,0.003782293511733355,0.0002847910376674649,0.021805943215470663,0.00727109063344263,0.011810168262416924,0.0001526706675667748,0.0017649579164576651,0.0071785994256547405,0.00987826891130991
2018,Workshop,2.0012831874562213e-05,1.7750961850139647e-05,1.0875862140377359e-05,8.46446045139764e-05,0.11266755250615458,0.10108606355233196,1.1448386291923524e-05,0.0008111145201288519,1.8217140318237137e-05,0.03731839550160016,0.006638235654386895,0.009169811150577115,0.03309135376581227,0.0009312321607117686,0.08063150026146285,0.017025728441412633,1.3071203125183027e-05,0.009869931863580018,0.017101214809313266,0.004308349596547304,0.0032534114473161423,0.022320634877391856,0.0007848630981438262,0.00023169933556893094,0.031644752116299045,0.14020410459112886,0.006032756927382656,7.956527232395318e-05,0.008559959215569535,0.024765094527616174,1.792064563159267e-05,0.0026581110560125894,0.0018293416962368886,0.040322788880963766,0.02484025846504203,0.001457579421648699,0.004645137278210035,0.00010444542073844905,0.0012775930960498296,6.071543258684234e-06,0.0006950408860493258,0.13306855719630134,0.0005915554361052837,1.8039533521219396e-05,0.013774162351606195,0.00010362280926573676,0.06600213257171593,0.015390715893069954,1.4790509528204962e-05,0.024478789126168677
2019,Panel,0.002997429423406833,1.5972884968318084e-05,9.786449678960163e-06,1.2250809455196872e-05,0.19732598139628252,0.028914140275887217,1.03016252785381e-05,0.0664844468290841,0.01234883845810636,0.04279897902263661,1.5841250136207604e-05,0.0345698209192192,0.012565342513590351,0.03683397571628431,0.000285890806495276,0.004155918138127264,0.0038634522033992504,0.021487388313779183,0.0032157551980969163,0.012989897238339772,0.005964260385205175,0.007453140005061018,0.00043598405554210324,0.005121270385103992,0.0029371508541665343,0.2912452543904019,0.008748469287478135,1.960765589511333e-05,0.00120352963679757,4.4541170903696224e-05,1.6125571878752574e-05,4.347254054552227e-05,0.006662134942613442,0.004885354250319778,0.05069236944497759,3.540593333188701e-05,0.0006673841898061473,0.0026550243306873622,0.0018467044134107885,5.463369414563158e-06,3.081154618158944e-05,0.020846077295974322,0.004864522504846372,0.002651599608969282,0.0764521937497142,2.0047651564034487e-05,0.01421295993110057,1.8616601412894565e-05,1.3308974990274785e-05,0.00930580584945239
2019,Poster,0.028295025770033552,0.009235088602622349,0.009995569086709608,0.003795163928116642,0.182586235082443,0.15250982055836845,0.0007445537011184583,0.00011715089812068018,0.0012007145420045709,0.005430875876006102,0.007776133345743865,0.032195597141540494,0.009566177662818367,0.0008015723020153168,0.023370251635013006,0.0043128444609665355,0.002751822281703708,0.09570842709799332,0.007617952655243517,0.007281027612409913,0.020219547273866538,0.024921516008733453,0.01349357376004292,0.005395564691139036,0.01941349426114427,0.0769006463399301,0.017615386589089704,0.00767672464292836,0.017162413806722464,0.008743709899944791,0.0019896096344614598,0.0033164687649735883,2.3735816290575226e-05,0.012505163771147363,0.02992697567271546,0.007732879150091837,0.002118047932238132,0.0021495834230764997,0.005058424763948162,0.00610364814373281,0.013665527453339928,0.004786661988367026,0.005011064420614429,0.024909363605572707,0.022663672371744336,0.003338975615053715,0.013836319058769397,0.00709661474029256,0.004614610127753222,0.0323180720312829
2019,Vortrag,0.01799039025536947,0.00017173992635512617,0.005503855985629735,0.0006930643264668378,0.23041489046686003,0.07215512029368135,0.0001280203230311094,0.005667495742324242,1.7886025115805948e-05,0.0232969264251514,0.008314259875964194,0.015155711618345242,0.01177681359368871,0.005980781262468162,0.015194035359764903,0.0015151317683199713,0.00025644199848655987,0.10367942009148448,0.0044013445582135845,0.006110502526515048,0.008428880596566117,0.020767570553582193,0.023592379579444638,0.027669105614322776,0.06363193137242609,0.05444421904789891,0.02606605099936628,0.007076636210727855,0.003653554335836933,0.012147153431021428,0.007503140396989468,0.011430421971255956,0.0036150111948050198,0.00294061207149157,0.03426615740836217,0.018016844482572302,0.003532463848169929,0.023684563401117627,0.009830560279050998,5.9611867350998834e-06,0.017440379489164576,0.010526714366313625,0.005035668096729444,0.011764820755656715,0.009394896641967531,0.0012341607841344102,0.016062812679057868,0.0036178368197737846,0.010319878272701987,0.02387578168952022
2019,Workshop,2.185053145840412e-05,0.00033563825859391,1.187454975513206e-05,0.0008195723709264103,0.0979682614788923,0.14107944302604042,1.2499646546154258e-05,1.5712569043515296e-05,1.988994861400694e-05,0.014185841536270323,0.01573225972832127,0.008896090574217107,0.0002690127690981272,0.0005409868823369543,0.003625161266146056,2.5945879688206495e-05,1.4271480262073096e-05,0.017905349746032487,0.02120693328539983,1.9149945755926094e-05,0.0023181604131124367,0.022413071949228553,0.006834963252080091,0.00042860559136078183,0.00015231865086832834,0.1787560960798012,0.0004681729393003359,0.00015790921354082738,0.0010850234288719597,0.05462506400284147,0.0005268071967612576,0.039030460482761535,1.3258283389758189e-05,0.08027557994506769,0.015666802758079953,0.00014440856557178936,0.0017340851647371267,2.385147533467991e-05,0.003041351588189671,6.629069179538262e-06,0.00011177801574318945,0.18103683646408292,0.00021616846540634685,0.0008928680030330541,0.007852799657012974,0.00032546200124250864,0.03621059102101386,2.2588759662673398e-05,1.614866380517865e-05,0.04290639342551913
2020,DoctoralConsortium,3.56781796459471e-05,3.164579654429791e-05,1.938910823221146e-05,2.4271546704999778e-05,0.2756619455706324,0.0161650720543188,0.07454182872489337,2.565593711535425e-05,3.2476883280852945e-05,5.291905407345086e-05,3.138499900375506e-05,0.016031081178643734,9.862667196774222e-05,3.336746875072652e-05,0.005304186778793834,4.2365182666159784e-05,2.3302885679148638e-05,0.08241205581650231,0.0006542789884969666,3.126858521453896e-05,6.360076964400108e-05,0.0018872400212004332,8.599657535818797e-05,0.00952631651884182,8.480864377380284e-05,0.10595761067994407,6.238057274142232e-05,3.8847076805355434e-05,2.9085978518341353e-05,8.824585133236544e-05,3.1948302880014424e-05,0.011308023950120545,2.1648508526081294e-05,5.793500058759428e-05,0.11086576990365153,0.11919488155916196,0.0010077721041957999,0.021054291749326697,0.015462246376305402,1.0824135857895114e-05,6.104444648614345e-05,0.0009919629795692754,2.1671032596003377e-05,0.12972686928240093,0.0001615557653044,0.0006401572726855764,4.4620888006157854e-05,3.6883580006197556e-05,2.636800525332612e-05,0.00019659105775746667
2020,Panel,1.840801030066715e-05,0.021324312997658666,1.0003730784506069e-05,0.002603126071238634,0.24843874737321583,0.028327576939773048,1.0530344436441976e-05,0.05816440240020584,0.004376360894654641,2.7303368673864037e-05,0.002422497874731886,0.058986779978492145,0.020622450521945262,0.027643347195902074,0.0032716961166812213,2.1858142053413408e-05,1.2023028189045102e-05,0.0331306500480845,2.777879562948023e-05,1.613289815871833e-05,3.281455596544497e-05,0.06416494353728384,0.0004019658704672402,0.004866303359899558,0.0028940718146918073,0.14738819090421165,0.012417904201022381,0.055089871726221956,1.5006791195173325e-05,0.004723779126238039,1.6483595697431996e-05,0.013454298621942981,1.1169459089470496e-05,0.026413447813101325,0.07469272487383198,3.619202436485643e-05,0.003292946278511889,0.0022195654257092068,0.005504088125689828,5.584668454086559e-06,3.14956315279135e-05,0.00870160383158803,1.118108029086735e-05,1.6592950011233786e-05,8.335403379231037e-05,0.00900994820579329,0.003195878264762251,1.9029931667399177e-05,0.0063206329023219,0.04551294366384426
2020,Poster,0.006346091967703527,0.0005268210554901028,0.005941686438725503,0.0038288040900666966,0.20704060759842888,0.12271647350324717,0.00046024334533864656,0.006448696008304766,0.012814034751398404,0.00817196646354107,0.003342877451404968,0.025811309426399493,0.02027218474174195,0.0016740291339445866,0.03511013794446048,0.005860930562487433,7.673503305214063e-05,0.06177551864783921,0.008961725818077271,0.008278608767680704,0.02708022631496836,0.014725282066250922,0.005478141373671999,0.0038788217412429105,0.03031027304521314,0.11250423914653498,0.0022324062249313424,0.003334563424721135,0.008335450961689252,0.030630226823825452,0.0015237270080522647,0.008705250661390853,0.012668465441311963,0.003122107853973265,0.035362243327689065,0.0027127384980260303,0.0049026026392493495,0.010448467882635195,0.009362318940689196,1.0595366206822981e-05,0.006878983995997981,0.005592420165981591,0.00894026723106925,0.012819123981667718,0.032647516850378554,0.005526519472815198,0.005018839346099009,0.005645470654597594,0.017293903704489976,0.026849323105295884
2020,Vortrag,0.00549004864002346,0.005686408937820956,0.0041823774838032676,0.003753398440768715,0.24876121363148254,0.07519431996306548,0.010129744629801058,0.006710444502624559,0.017486645136200452,0.011420100466817245,0.0005475134176904156,0.027686715580084596,0.0240095202810575,0.0038389513315634847,0.01243503995903771,0.0013567219269062063,0.009644694245331455,0.10190311499622527,0.0009172589646168067,0.004658345886284475,0.010672061623893794,0.012693974228811244,0.019116086942479765,0.019175343922470316,0.05150306764911987,0.05474259063025326,0.023262996835994077,0.005730119716528159,0.010748241498324668,0.006150917311189212,0.005954164942875493,0.02302152709801903,0.0002303687018598768,0.021277786988704608,0.02234824891066859,0.02683606147967613,0.0050429702005558566,0.02696427799851613,0.009527802122071645,0.006053723513050924,0.010889484798423967,0.001707889446754167,0.0007248091969052662,0.009061339509031057,0.005961886652128732,0.009003271532646294,0.0003355325475875231,0.006229596670705052,0.0034517929178500676,0.015769485991699004
2020,Workshop,2.1290772203686033e-05,0.00027920852793194954,1.1570351702389091e-05,1.448392202335857e-05,0.1265089777179609,0.1146130280193335,1.2179434982960279e-05,0.00018677637208733958,0.008310303207369312,0.02383073802160349,0.0010516170463238995,0.0033762590727881786,0.0007824388305822156,0.0003688262398647935,0.003942653804228389,0.0012581362482525647,1.39058784838999e-05,0.021517994031851746,0.03258677635713144,0.021499327355688734,0.030461887388120657,0.019030321008622314,0.00442654691950901,0.020203422661355882,0.0002809125376406334,0.14574283202075072,0.026802698646627016,2.3181795462927194e-05,0.00018436702050165396,0.0001316610727081099,1.9064987218035434e-05,0.05194696483914366,0.00011902958723339773,0.03808708889800284,0.02237805373875438,0.00029905931126628067,0.001739552302631521,2.324045660121418e-05,2.6269766059403814e-05,0.03628788616897755,0.0003419557685489782,0.2252396422658241,1.2932078458004375e-05,1.9191466818308147e-05,0.01511596600523571,0.00019620984247505042,2.6627287924797785e-05,0.00011206693010539892,1.573497299708606e-05,0.0005191410420300381
