37,"244,543674434523"
22,"189,174236381659"
17,"107,094070609051"
15,"95,2952342978488"
21,"39,5951078041828"
11,"32,8627622626679"
25,"29,8184169804073"
23,"27,8355694231667"
29,"24,7954894151982"
4,"23,7859262198269"
3,"21,8540738974066"
10,"18,1122919467299"
26,"17,2709823331065"
19,"16,5853115510958"
34,"16,2074040516191"
20,"15,8616744872805"
24,"15,4981672967423"
18,"14,5251197113241"
38,"14,4701496506013"
8,"13,419873466215"
6,"13,3703763068803"
5,"13,1214116638663"
33,"12,7459249887472"
14,"12,4869692524615"
28,"12,4133568040501"
30,"12,3182887330571"
0,"12,1308685179925"
31,"11,8508680807645"
7,"11,7548507718278"
39,"11,174551184099"
2,"11,1327099325181"
13,"10,416320129887"
16,"9,98354966532478"
12,"9,86265306787919"
35,"9,78042145097278"
9,"9,67547718354466"
27,"9,5107537205505"
32,"7,98229937914975"
36,"7,97029271300062"
1,"7,7125202327735"
