idno,filename,type,year
dh1073,vortraege-011.xml,Vortrag,2016
dh1074,vortraege-012.xml,Vortrag,2016
dh1075,vortraege-013.xml,Vortrag,2016
dh1076,vortraege-014.xml,Vortrag,2016
dh1077,vortraege-015.xml,Vortrag,2016
dh1078,vortraege-016.xml,Vortrag,2016
dh1079,vortraege-017.xml,Vortrag,2016
dh1080,vortraege-018.xml,Vortrag,2016
dh1081,vortraege-019.xml,Vortrag,2016
dh1082,vortraege-020.xml,Vortrag,2016
dh1083,vortraege-021.xml,Vortrag,2016
dh1084,vortraege-022.xml,Vortrag,2016
dh1085,vortraege-023.xml,Vortrag,2016
dh1086,vortraege-024.xml,Vortrag,2016
dh1087,vortraege-025.xml,Vortrag,2016
dh1088,vortraege-026.xml,Vortrag,2016
dh1089,vortraege-027.xml,Vortrag,2016
dh1090,vortraege-029.xml,Vortrag,2016
dh1091,vortraege-030.xml,Vortrag,2016
dh1092,vortraege-031.xml,Vortrag,2016
dh1093,vortraege-032.xml,Vortrag,2016
dh1094,vortraege-033.xml,Vortrag,2016
dh1095,vortraege-034.xml,Vortrag,2016
dh1096,vortraege-035.xml,Vortrag,2016
dh1097,vortraege-036.xml,Vortrag,2016
dh1098,vortraege-037.xml,Vortrag,2016
dh1099,vortraege-038.xml,Vortrag,2016
dh1100,vortraege-039.xml,Vortrag,2016
dh1101,vortraege-040.xml,Vortrag,2016
dh1102,vortraege-041.xml,Vortrag,2016
dh1103,vortraege-042.xml,Vortrag,2016
dh1104,vortraege-043.xml,Vortrag,2016
dh1105,vortraege-044.xml,Vortrag,2016
dh1106,vortraege-045.xml,Vortrag,2016
dh1107,vortraege-046.xml,Vortrag,2016
dh1108,vortraege-047.xml,Vortrag,2016
dh1109,vortraege-048.xml,Vortrag,2016
dh1110,vortraege-049.xml,Vortrag,2016
dh1111,vortraege-051.xml,Vortrag,2016
dh1112,vortraege-052.xml,Vortrag,2016
dh1113,vortraege-054.xml,Vortrag,2016
dh1114,vortraege-055.xml,Vortrag,2016
dh1115,vortraege-056.xml,Vortrag,2016
dh1116,vortraege-057.xml,Vortrag,2016
dh1117,vortraege-058.xml,Vortrag,2016
dh1118,vortraege-059.xml,Vortrag,2016
dh1119,vortraege-060.xml,Vortrag,2016
dh1120,vortraege-061.xml,Vortrag,2016
dh1121,vortraege-062.xml,Vortrag,2016
dh1122,vortraesge-053.xml,Vortrag,2016
dh1123,vortrag-BARTH.xml,Vortrag,2017
dh1124,vortrag-CZMIE.xml,Vortrag,2017
dh1125,vortrag-DAENG.xml,Vortrag,2017
dh1126,vortrag-DAXEN.xml,Vortrag,2017
dh1127,vortrag-DIMPE.xml,Vortrag,2017
dh1128,vortrag-DOERK.xml,Vortrag,2017
dh1129,vortrag-ECHEL.xml,Vortrag,2017
dh1130,vortrag-FASSH.xml,Vortrag,2017
dh1131,vortrag-FISCH.xml,Vortrag,2017
dh1132,vortrag-GIUSE.xml,Vortrag,2017
dh1133,vortrag-GOEDE.xml,Vortrag,2017
dh1134,vortrag-GROSS.xml,Vortrag,2017
dh1135,vortrag-GRUEN.xml,Vortrag,2017
dh1136,vortrag-HERRM.xml,Vortrag,2017
dh1137,vortrag-LANGE.xml,Vortrag,2017
dh1138,vortrag-MATSC.xml,Vortrag,2017
dh1139,vortrag-MEISE.xml,Vortrag,2017
dh1140,vortrag-MESSE.xml,Vortrag,2017
dh1141,vortrag-MUENS.xml,Vortrag,2017
dh1142,vortrag-NEUEF.xml,Vortrag,2017
dh1143,vortrag-PAUSE.xml,Vortrag,2017
dh1144,vortrag-PERNE.xml,Vortrag,2017
dh1145,vortrag-REGER.xml,Vortrag,2017
dh1146,vortrag-RISSL.xml,Vortrag,2017
dh1147,vortrag-SCHIL.xml,Vortrag,2017
dh1148,vortrag-SCHOE.xml,Vortrag,2017
dh1149,vortrag-SCHRA.xml,Vortrag,2017
dh1150,vortrag-SCHUM.xml,Vortrag,2017
dh1151,vortrag-SNICK.xml,Vortrag,2017
dh1152,vortrag-THODE.xml,Vortrag,2017
dh1153,vortrag-TRILC.xml,Vortrag,2017
dh1154,vortrag-VONWA.xml,Vortrag,2017
dh1155,vortrag-WAGNE.xml,Vortrag,2017
dh1156,vortrag-WALKO.xml,Vortrag,2017
dh1157,vortrag-WINDH.xml,Vortrag,2017
dh1158,vortrag-ZIHLM.xml,Vortrag,2017
dh1159,WAGNER_Sarah_How_to_Open_Heritage__Digitale_Erschlie_ungskon.xml,Vortrag,2023
dh1160,WEBER_Gerrit_Will_in_Town_ein_Location_based_Game.txt,unbekannt,2014
dh1161,WEHRHEIM_Lino__Auch_heute_war_die_Stimmung_im_Allgemeinen_fe.xml,Vortrag,2023
dh1162,WEIMER_Lukas_NFDI4Culture_und_Text____Kartierung_einer_Zusam.xml,Poster,2023
dh1163,WEIS_Joelle_Fabrikation_von_Erkenntnis__Experimente_in_den_D.xml,Poster,2023
dh1164,WETTLAUFER_J_rg_Semantic_Web_und_Linked_Open_Data_in_den_Ges.xml,Workshop,2023
dh1165,WETTLAUFER_Jörg_Digital_Humanities_und_Interdisziplinarität_Thesen_für_eine_Kooperation.txt,unbekannt,2014
dh1166,WIENEKE_Lars_The_History_of_Europe_App_A_pipeline_for_Humanist_Machine_Interaction.txt,unbekannt,2014
dh1167,WINDHAGER_Florian_Data_Driven_Storytelling_zu_kulturellen_Ob.xml,Workshop,2023
dh1168,WINDHAGER_Florian_Skalierbare_Blicke_auf_Leben_und_Werk__Vis.xml,Workshop,2023
dh1169,WINDHAGER_Florian_Zur_Weiterentwicklung_des__cognition_suppo.xml,Vortrag,2018
dh1170,WINTJES_Jorit_Die_historische_Konfliktsimulation_als_wissens.xml,Vortrag,2023
dh1171,WISSIK_Tanja_ELEXIS___Eine_europäische_Forschungsinfrastrukt.xml,Poster,2018
dh1172,WISSIK_Tanja_MeuchelmörderInnen__KindsmörderInnen__DiebInnen.xml,Poster,2018
dh1173,WOHLFAHRTER_Eva_JENSITES_Schriften_einer_Totenbruderschaft_digital.txt,Poster,2015
dh1174,WOLFF_Kerstin_Frauenfragen_um_1900_als_Gegenstand_kontroverser_Kommunikation_im_Umkreis.txt,unbekannt,2014
dh1175,workshop-GRADL.xml,Workshop,2017
dh1176,workshop-HANNE.xml,Workshop,2017
dh1177,workshop-HODEL.xml,Workshop,2017
dh1178,workshop-JOHNS.xml,Workshop,2017
dh1179,workshop-KAMPK.xml,Workshop,2017
dh1180,workshop-KOLLA.xml,Workshop,2017
dh1181,workshop-POHLO.xml,Workshop,2017
dh1182,workshop-REITE.xml,Workshop,2017
dh1183,workshops-001.xml,Workshop,2016
dh1184,workshops-002.xml,Workshop,2016
dh1185,workshops-003.xml,Workshop,2016
dh1186,workshops-004.xml,Workshop,2016
dh1187,workshops-005.xml,Workshop,2016
dh1188,workshops-006.xml,Workshop,2016
dh1189,workshops-007.xml,Workshop,2016
dh1190,workshops-008.xml,Workshop,2016
dh1191,workshops-009.xml,Workshop,2016
dh1192,WÜBBENA_Thorsten_Losing_My_Religion_Einsatz_einer_Videoannotationsdatenbank_in_der_kunstgeschichtlichen.txt,unbekannt,2014
dh1193,WUTTKE_Ulrike_Herausforderung__Lesson_Learned_oder_Chance__D.xml,Panel,2023
dh1194,ZEHETNER_Elisabeth_Neue_Wege_des_Sammelns_Erfassens_und_Erforschens_Die_Datenbank_Dialect_Cultures.txt,Poster,2015
dh1195,ZIRKER_Angelika_Ambiguität_und_Annotation__Herausforderungen.xml,Vortrag,2018
dh1196,ZIRKER_Angelika_TEASys__Kollaborative_digitale_Annotationen_.xml,Poster,2018
